title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"On Top Of The World","Imagine Dragons","Summer Lockdown",USUM71201073,spotify,2XFKyXuupfwf5DHmklUnck,193s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2XFKyXuupfwf5DHmklUnck
"It's Time","Imagine Dragons","Night Visions",USUM71200987,spotify,6BtmXhTJMM9sBTHeYYASGz,238s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6BtmXhTJMM9sBTHeYYASGz
"Drive - Live at HQ, Los Angeles, CA - June/July 2011",Incubus,"Incubus HQ Live",USQX91201118,spotify,0LIvhUXXMJDXyR5lrwdXSL,289s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0LIvhUXXMJDXyR5lrwdXSL
Laid,James,Laid,GBF089390076,spotify,2CdS3DRqWR5LAhy4hM5X9W,157s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2CdS3DRqWR5LAhy4hM5X9W
"Canned Heat",Jamiroquai,Synkronized,GBBBL9902068,spotify,0RWqE2ZaulvnN1i40qIhDh,332s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0RWqE2ZaulvnN1i40qIhDh
"I'm Yours","Jason Mraz","We Sing. We Dance. We Steal Things.",USEE10800667,spotify,1EzrEOXmMH3G43AXT1y7pA,243s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA
"The Remedy (I Won't Worry)","Jason Mraz","Waiting for My Rocket to Come",USEE10240649,spotify,4tK4ARuilOrBzwVQK73E0Y,256s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4tK4ARuilOrBzwVQK73E0Y
"Right Here Right Now","Jesus Jones",Doubt,GBAYE9000326,spotify,3fcGGP62sllcNEhuFJVYeC,189s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3fcGGP62sllcNEhuFJVYeC
"Are You Gonna Be My Girl",Jet,"Get Born",USEE10340526,spotify,305WCRhhS10XUcH6AEwZk6,214s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/305WCRhhS10XUcH6AEwZk6
"Who Will Save Your Soul",Jewel,"Pieces Of You",USAT29400031,spotify,2U40DawrPNZwD0lcqqx3bq,239s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2U40DawrPNZwD0lcqqx3bq
"Standing Still",Jewel,"This Way",USAT20107801,spotify,3ME8wEbmrIlu5FS0Jgb0R0,270s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3ME8wEbmrIlu5FS0Jgb0R0
"Who Will Save Your Soul - Live",Jewel,"Who Will Save Your Soul",USC4R2003886,spotify,6GVrK5fjo5umt9v0iJr9RI,374s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6GVrK5fjo5umt9v0iJr9RI
"Standing Still",Jewel,"This Way",USAT20107801,spotify,6a0e5Fb8cwz8pklTJOFGju,270s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6a0e5Fb8cwz8pklTJOFGju
"The Middle","Jimmy Eat World","Bleed American",USDW10110256,spotify,6GG73Jik4jUlQCkKg9JuGO,166s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6GG73Jik4jUlQCkKg9JuGO
"Place Your Debts","Jimmy Eat World","Place Your Debts",TCAGH2282982,spotify,29f4cPjqBi9n5lS8XQlKa3,310s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/29f4cPjqBi9n5lS8XQlKa3
"Love on the Weekend","John Mayer","The Search for Everything",USSM11609513,spotify,0oiCeOPwm4zhwfyIpAE37y,212s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0oiCeOPwm4zhwfyIpAE37y
"New Light","John Mayer","New Light",QM4TW1898425,spotify,3bH4HzoZZFq8UpZmI2AMgV,216s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
"Waiting On the World to Change","John Mayer",Continuum,USSM10602589,spotify,5imShWWzwqfAJ9gXFpGAQh,201s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5imShWWzwqfAJ9gXFpGAQh
"No Such Thing","John Mayer","Room For Squares",USSM10102940,spotify,6Vecwo7AHst9V2CE3kmwr0,231s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6Vecwo7AHst9V2CE3kmwr0
"Your Body Is a Wonderland","John Mayer","Room For Squares",USSM10102943,spotify,7vFv0yFGMJW3qVXbAd9BK9,250s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7vFv0yFGMJW3qVXbAd9BK9
"No Such Thing - Demo Version","John Mayer","Inside Wants Out",USSM10212490,spotify,2hv6VI0I0BZDY15qsPOrjW,229s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2hv6VI0I0BZDY15qsPOrjW
"All Summer Long","Kid Rock","Rock n Roll Jesus",USAT20704333,spotify,5rX6C5QVvvZB7XckETNych,298s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5rX6C5QVvvZB7XckETNych
"Sex on Fire","Kings of Leon","Only By The Night",USRC10800300,spotify,0ntQJM78wzOLVeCUAW7Y45,203s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0ntQJM78wzOLVeCUAW7Y45
"Use Somebody","Kings of Leon","Only By The Night",USRC10800301,spotify,5VGlqQANWDKJFl0MBG3sg2,231s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5VGlqQANWDKJFl0MBG3sg2
"Suddenly I See","KT Tunstall","Eye To The Telescope",GBGLM0400069,spotify,5p9XWUdvbUzmPCukOmwoU3,202s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5p9XWUdvbUzmPCukOmwoU3
"Black Horse And The Cherry Tree","KT Tunstall","Eye To The Telescope",GBGLM0400102,spotify,0qAMjeQFyd1qD0LDiV8gWp,172s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0qAMjeQFyd1qD0LDiV8gWp
"Steal My Sunshine",LEN,"You Can't Stop The Bum Rush",USSM19900189,spotify,4agp6oHofabdUedr0B1krj,266s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4agp6oHofabdUedr0B1krj
"Fly Away","Lenny Kravitz",5,USVI29800169,spotify,1OxcIUqVmVYxT6427tbhDW,221s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1OxcIUqVmVYxT6427tbhDW
"Are You Gonna Go My Way","Lenny Kravitz","Are You Gonna Go My Way",USVI29300001,spotify,45Ia1U4KtIjAPPU7Wv1Sea,212s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/45Ia1U4KtIjAPPU7Wv1Sea
Again,"Lenny Kravitz",Again,USVI20000423,spotify,5c1QJAiC3773EwiZLwHf5x,232s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5c1QJAiC3773EwiZLwHf5x
"It Ain't Over 'Til It's Over","Lenny Kravitz","Mama Said",USVI29100003,spotify,6VnpKLtfNH4Dk09YSGPSyR,243s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6VnpKLtfNH4Dk09YSGPSyR
"Here and Now","Letters To Cleo","Aurora Gory Alice",USGI10200006,spotify,127amD6XCyrI15H3jVDSmC,219s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/127amD6XCyrI15H3jVDSmC
"I Want You to Want Me","Letters To Cleo","When Did We Do That?",TCACF1513062,spotify,3DcPLPvsZPcFcYfMPMfh4e,206s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3DcPLPvsZPcFcYfMPMfh4e
"You And Me",Lifehouse,Lifehouse,USDW10500001,spotify,0815caqt2Lytro5EIzMufT,195s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
"Hanging By A Moment",Lifehouse,"No Name Face",USDW10022031,spotify,0wqOReZDnrefefEsrIGeR4,216s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0wqOReZDnrefefEsrIGeR4
Numb,"Linkin Park",Meteora,USWB10300474,spotify,2nLtzopw4rPReszdYBJU6h,186s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h
Crawling,"Linkin Park","Hybrid Theory (Bonus Edition)",USWB10002405,spotify,57BrRMwf9LrcmuOsyGilwr,209s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/57BrRMwf9LrcmuOsyGilwr
"In the End","Linkin Park","Hybrid Theory (Bonus Edition)",USWB10002407,spotify,60a0Rd6pjrkxjPbaKzXjfq,217s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
"What I've Done","Linkin Park","Minutes to Midnight (Deluxe Edition)",USWB11201141,spotify,1Zeo9glWlcZrqdmTPXoK9o,205s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Zeo9glWlcZrqdmTPXoK9o
"Stay (I Missed You)","Lisa Loeb","Stay (I Missed You)",USGF19573414,spotify,00U1MDChdOTxWwtKoOoBXE,184s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/00U1MDChdOTxWwtKoOoBXE
"My Own Worst Enemy",Lit,"A Place In The Sun",USRC19808159,spotify,33iv3wnGMrrDugd7GBso1z,169s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/33iv3wnGMrrDugd7GBso1z
"All Over You",Live,"Throwing Copper",USRR29442182,spotify,0sqE6XPi9VAaWl5NxDyMQK,240s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0sqE6XPi9VAaWl5NxDyMQK
"Lightning Crashes",Live,"Throwing Copper",USRR29442180,spotify,48iWbsOaBUAGzMdoSmqyg1,326s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/48iWbsOaBUAGzMdoSmqyg1
"Why Can't I?","Liz Phair","Liz Phair",USCA20300105,spotify,4z4PB23xYTg1oANmyZovsw,208s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4z4PB23xYTg1oANmyZovsw
Royals,Lorde,"Pure Heroine",NZUM71200031,spotify,2dLLR6qlu5UJ5gk0dKz0h3,190s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3
broken,lovelytheband,"finding it hard to smile",US3DF1712109,spotify,6XcfKZvJio9Z0fQy11GnNX,205s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX
"Rude (Acoustic)",MAGIC!,"Don't Kill the Magic",CAV161400029,spotify,5N0fCfFgNKqoxIUPWvAMcV,224s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5N0fCfFgNKqoxIUPWvAMcV
"Rude - Zedd Remix","MAGIC!, Zedd","Rude (Zedd Remix)",CAV161400034,spotify,6rmtT7Y8cH7NpvovoPiV6k,273s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6rmtT7Y8cH7NpvovoPiV6k
"Sex & Candy","Marcy Playground","Marcy Playground",USEM39600079,spotify,5mkGfmJGFZpwK9nA5amOhv,173s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5mkGfmJGFZpwK9nA5amOhv
"Uptown Funk (feat. Bruno Mars)","Mark Ronson, Bruno Mars","Uptown Special",GBARL1401524,spotify,32OlwWuMpZ6b0aN2RZOeMS,270s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
"Won't Go Home Without You","Maroon 5","It Won't Be Soon Before Long.",USUM70731562,spotify,0tuyEYTaqLxE41yGHSsXjy,231s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0tuyEYTaqLxE41yGHSsXjy
"Makes Me Wonder","Maroon 5","It Won't Be Soon Before Long.",USUM70729755,spotify,1lHXlGlve5Zx8tXLhyjDwM,211s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1lHXlGlve5Zx8tXLhyjDwM
"Wake Up Call","Maroon 5","It Won't Be Soon Before Long.",USUM70731561,spotify,1zqllQUMCgMaInr0CzFVll,201s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1zqllQUMCgMaInr0CzFVll
"Harder To Breathe","Maroon 5","Songs About Jane: 10th Anniversary Edition",USJAY0300079,spotify,4V9JDRqKjN8F2HWdlEDxvI,174s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4V9JDRqKjN8F2HWdlEDxvI
"She Will Be Loved - Radio Mix","Maroon 5","Songs About Jane: 10th Anniversary Edition",USUM71204501,spotify,4llK75pXNWZz6KAho2Gp16,259s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
"This Love","Maroon 5","Songs About Jane: 10th Anniversary Edition",USJAY0300080,spotify,6ECp64rv50XVz93WvxXMGF,206s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6ECp64rv50XVz93WvxXMGF
Misery,"Maroon 5","Hands All Over (Deluxe)",USUM71015280,spotify,6KBYk8OFtod7brGuZ3Y67q,216s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6KBYk8OFtod7brGuZ3Y67q
Sugar,"Maroon 5","V (Deluxe)",USUM71410466,spotify,78Yxsdi1JiwLDsU7TWHezw,236s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/78Yxsdi1JiwLDsU7TWHezw
"What Lovers Do (feat. SZA)","Maroon 5, SZA","Red Pill Blues (Deluxe)",USUM71709292,spotify,2j5hsQvApottzvTn4pFJWF,200s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2j5hsQvApottzvTn4pFJWF
Payphone,"Maroon 5, Wiz Khalifa",Overexposed,USUM71203347,spotify,1LmN9SSHISbtp9LoaR5ZVJ,231s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1LmN9SSHISbtp9LoaR5ZVJ
Happier,"Marshmello, Bastille",Happier,USUG11801651,spotify,2dpaYNEQHiRxtZbfNsse99,214s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
Teardrop,"Massive Attack",Mezzanine,GBAAA9800322,spotify,67Hna13dNDkZvBpTXRIaOJ,331s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/67Hna13dNDkZvBpTXRIaOJ
Push,"Matchbox Twenty","Yourself or Someone Like You",USAT29600042,spotify,2KVwlelhxKUy8LVV6JypH3,239s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2KVwlelhxKUy8LVV6JypH3
"If You're Gone","Matchbox Twenty","Mad Season",USAT20001326,spotify,2f5N826udWfjT9iomeaBJt,275s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2f5N826udWfjT9iomeaBJt
"3AM - 2007 Remaster","Matchbox Twenty","Exile on Mainstream",USAT20704541,spotify,3iN6UdRp0kJZlWRitU8zz9,225s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3iN6UdRp0kJZlWRitU8zz9
"Back 2 Good","Matchbox Twenty","Yourself or Someone Like You",USAT29600033,spotify,64XSAtXpCJUmadm3fkpH4z,340s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/64XSAtXpCJUmadm3fkpH4z
Unwell,"Matchbox Twenty","More Than You Think You Are",USAT20202656,spotify,6Bm6qUCSatPAqkQllFL7oA,229s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6Bm6qUCSatPAqkQllFL7oA
"Real World","Matchbox Twenty","Yourself or Someone Like You",USAT29600001,spotify,70fe354BpVKEvMY0de78YO,232s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/70fe354BpVKEvMY0de78YO
"Come On Get Higher","Matt Nathanson","Some Mad Hope",USVG20701509,spotify,38YgZVHPWOWsKrsCXz6JyP,215s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/38YgZVHPWOWsKrsCXz6JyP
"Fade Into You","Mazzy Star","So Tonight That I Might See",USCA29300105,spotify,1LzNfuep1bnAUR9skqdHCK,296s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1LzNfuep1bnAUR9skqdHCK
Kids,MGMT,"Oracular Spectacular",USSM10702135,spotify,1jJci4qxiYcOHhQR247rEU,303s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1jJci4qxiYcOHhQR247rEU
"All You Wanted","Michelle Branch","The Spirit Room",USMV20100082,spotify,0kr6d8wHDQPlzuET33NVn6,218s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0kr6d8wHDQPlzuET33NVn6
Everywhere,"Michelle Branch","The Spirit Room",USMV20100080,spotify,1u0l8zWpQeMYStFkc2mLD7,215s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1u0l8zWpQeMYStFkc2mLD7
Breathe,"Michelle Branch","Hotel Paper",USMV20300068,spotify,635mzxhITS1xY3AVSLKgyD,212s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/635mzxhITS1xY3AVSLKgyD
"Goodbye to You - Unplugged","Michelle Branch","The Spirit Room (Deluxe Edition)",USMV20100172,spotify,5Lkdmdih5ymeOGDeLIODsL,250s,"2022-09-20 20:26",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5Lkdmdih5ymeOGDeLIODsL
"Not My Lover","Michelle Branch","The Trouble With Fever",USNO12200082,spotify,0hLujwznOwnliyfzmsIcEp,190s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0hLujwznOwnliyfzmsIcEp
"Are You Happy Now?","Michelle Branch","Hotel Paper",USMV20300061,spotify,5B7XIcS5T76NJZFOHX30Io,231s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5B7XIcS5T76NJZFOHX30Io
"Stolen Dance","Milky Chance",Sadnecessary,DEL211300741,spotify,6vECYJHxYmm3Ydt3fF01pE,314s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6vECYJHxYmm3Ydt3fF01pE
"Float On","Modest Mouse","Good News For People Who Love Bad News",USSM10315494,spotify,2lwwrWVKdf3LR9lbbhnr6R,208s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2lwwrWVKdf3LR9lbbhnr6R
"I Will Wait","Mumford & Sons","Babel (Deluxe Version)",GBUM71204769,spotify,0hm8rgOY17z7kQJlqGKbu7,277s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0hm8rgOY17z7kQJlqGKbu7
"Little Lion Man","Mumford & Sons","Sigh No More",GBUM70909097,spotify,6JnufVNLIO5F5Lk4sEVLeI,247s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6JnufVNLIO5F5Lk4sEVLeI
Madness,Muse,"The 2nd Law",GBAHT1200390,spotify,0c4IEciLCDdXEhhKxj4ThA,281s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0c4IEciLCDdXEhhKxj4ThA
Uprising,Muse,"The Resistance",GBAHT0900320,spotify,4VqPOruhp5EdPBeR92t6lQ,305s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4VqPOruhp5EdPBeR92t6lQ
"Welcome to the Black Parade","My Chemical Romance","The Black Parade",USRE10602613,spotify,5wQnmLuC1W7ATsArWACrgW,311s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5wQnmLuC1W7ATsArWACrgW
Teenagers,"My Chemical Romance","The Black Parade",USRE10602912,spotify,7j31rVgGX9Q2blT92VBEA0,162s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7j31rVgGX9Q2blT92VBEA0
"THE LONELIEST",Måneskin,"THE LONELIEST",ITB002200745,spotify,1Ame8XTX6QHY0l0ahqUhgv,247s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Ame8XTX6QHY0l0ahqUhgv
Torn,"Natalie Imbruglia","Left Of The Middle",GBARL9700412,spotify,1Jaah2tmN9Hv81A87KZ1MU,245s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Jaah2tmN9Hv81A87KZ1MU
Jealousy,"Natalie Merchant",Tigerlily,USEE10001558,spotify,3qcVyKUKAOfBoQJsxHfhmW,162s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3qcVyKUKAOfBoQJsxHfhmW
Carnival,"Natalie Merchant",Tigerlily,USEE19574030,spotify,4QXhRjZacZ1gZUeL7Ukktw,361s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4QXhRjZacZ1gZUeL7Ukktw
Wonder,"Natalie Merchant",Tigerlily,USEE19574026,spotify,5Hz6aGrZZizNBoJ6kE6Rqi,266s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5Hz6aGrZZizNBoJ6kE6Rqi
"Wonder - Live","Natalie Merchant","Live in Concert",USEE19900566,spotify,6sfrsrUG6TiQ4tJfPTiIJr,337s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6sfrsrUG6TiQ4tJfPTiIJr
"I'm Like A Bird","Nelly Furtado","Whoa, Nelly! (Expanded Edition)",USDW10021812,spotify,2aGw77pZqli064JiPuXYRi,243s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2aGw77pZqli064JiPuXYRi
Animal,"Neon Trees",Habits,USUM71001801,spotify,1fBl642IhJOE5U319Gy2Go,212s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1fBl642IhJOE5U319Gy2Go
"Everybody Talks","Neon Trees","Picture Show",USUM71119189,spotify,2iUmqdfGZcHIhS3b9E9EWq,177s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq
"You Get What You Give","New Radicals","Maybe You've Been Brainwashed Too",USMC19858327,spotify,1Cwsd5xI8CajJz795oy4XF,301s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Cwsd5xI8CajJz795oy4XF
"How You Remind Me",Nickelback,"Silver Side Up",NLA320119533,spotify,0gmbgwZ8iqyMPmXefof8Yf,224s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0gmbgwZ8iqyMPmXefof8Yf
Rockstar,Nickelback,"All the Right Reasons (Special Edition)",NLA320581343,spotify,6n9yCXvLhnYMgJIiIcMu7D,252s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6n9yCXvLhnYMgJIiIcMu7D
"Far Away",Nickelback,"All the Right Reasons",NLA320581338,spotify,0ADZ5dmXhlfzjMw6lefoPl,238s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0ADZ5dmXhlfzjMw6lefoPl
"Those Days",Nickelback,"Those Days",QMRSZ2202411,spotify,5wEoNauEpwOc2rlU0274oT,219s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5wEoNauEpwOc2rlU0274oT
"Absolutely (Story of a Girl) - Radio Mix","Nine Days","The Madding Crowd",USSM10001437,spotify,3mNecsYFb6LQg7822DPXCP,189s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3mNecsYFb6LQg7822DPXCP
"The Man Who Sold The World",Nirvana,"MTV Unplugged In New York",USGF19972704,spotify,15VRO9CQwMpbqUYA7e6Hwg,261s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/15VRO9CQwMpbqUYA7e6Hwg
"Smells Like Teen Spirit",Nirvana,"Nevermind (Remastered)",USGF19942501,spotify,5ghIJDpPoe3CfHMGu71E6T,302s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5ghIJDpPoe3CfHMGu71E6T
"Come As You Are - Remastered 2021",Nirvana,"Nevermind (30th Anniversary Super Deluxe)",USGF19942503,spotify,1MsfdAHNRX2T1BWmkpj87C,219s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1MsfdAHNRX2T1BWmkpj87C
Spiderwebs,"No Doubt","Tragic Kingdom",USIR19500270,spotify,4ZD6SiaJi75smnel0d7jl3,267s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4ZD6SiaJi75smnel0d7jl3
"Don't Speak","No Doubt","Tragic Kingdom",USIR19500279,spotify,6urCAbunOQI4bLhmGpX7iS,264s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6urCAbunOQI4bLhmGpX7iS
"Underneath It All - Radio 1 Live Acoustic Version [Bonus Track]","No Doubt","Rock Steady (Expanded Edition)",USIR10211438,spotify,6ysj3Lsoeg3WYqnOCynNS2,225s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6ysj3Lsoeg3WYqnOCynNS2
