title;artist;album;isrc;addedDate;addedBy;duration;url
Sail;AWOLNATION;"Megalithic Symphony Deluxe";USP6L1000053;"2021-09-30 19:19";sj1bdpnkh9q3knr3ss718da1d;259s;https://open.spotify.com/track/5xhQChGGhKLWqBqX4XhtYE
Loverboy;A-Wall;Helios;QZFZ41979172;"2021-09-08 23:33";sj1bdpnkh9q3knr3ss718da1d;225s;https://open.spotify.com/track/1FWoak0OgTq1jrYfRKfXsj
"Speed of Sound";"Acoustic Guitar Revival";"Acoustic Renditions of Coldplay";TCAFK2103902;"2021-11-09 01:55";sj1bdpnkh9q3knr3ss718da1d;261s;https://open.spotify.com/track/5JNed3XzXptRYWmUtZ1ZwT
"Counting Stars";"Acoustic Heartstrings";"AH Performs OneRepublic";USA2P1912119;"2021-11-09 01:55";sj1bdpnkh9q3knr3ss718da1d;233s;https://open.spotify.com/track/5p3wu9lzhxuy61HjFXS5rW
Name;"Acoustic Heartstrings";"AH Performs The Goo Goo Dolls";USA2P1916625;"2021-11-24 22:59";sj1bdpnkh9q3knr3ss718da1d;216s;https://open.spotify.com/track/0IDY5bDkjxTw2GBAtGIHa1
Push;"Acoustic Heartstrings";"AH Performs Matchbox Twenty";USA2P1917885;"2021-11-15 20:35";sj1bdpnkh9q3knr3ss718da1d;246s;https://open.spotify.com/track/1W6y4hQYTgQLXQsjNCIv1t
Radioactive;"Acoustic Heartstrings";"AH Performs Imagine Dragons";USA2P1806241;"2021-10-06 21:03";sj1bdpnkh9q3knr3ss718da1d;219s;https://open.spotify.com/track/1FVRownssQLLFcZoOwnSiu
"The Space Between";"Acoustic Heartstrings";"AH Performs Dave Matthews Band";USA2P1935863;"2021-11-09 01:55";sj1bdpnkh9q3knr3ss718da1d;236s;https://open.spotify.com/track/2L1wD1ZcdsYDfkzUyXZF96
Unwell;"Acoustic Heartstrings";"AH Performs Matchbox Twenty";USA2P1917890;"2021-09-30 19:19";sj1bdpnkh9q3knr3ss718da1d;213s;https://open.spotify.com/track/0cjKi8mtYORZ32wvQzU2KS
"Viva la Vida";"Acoustic Heartstrings";"AH Performs Coldplay";USA2P1804802;"2021-10-06 21:03";sj1bdpnkh9q3knr3ss718da1d;266s;https://open.spotify.com/track/22gWlof6WDQQysdgqaPZZV
Yellow;"Acoustic Heartstrings";"AH Performs Coldplay";USA2P1804804;"2021-11-09 01:55";sj1bdpnkh9q3knr3ss718da1d;299s;https://open.spotify.com/track/3IUKLhUpOx3jD9SAf4fmvk
"Good Mood - Original Song From Paw Patrol: The Movie";"Adam Levine";"Good Mood (Original Song From Paw Patrol: The Movie)";USUM72113460;"2021-08-20 19:42";sj1bdpnkh9q3knr3ss718da1d;211s;https://open.spotify.com/track/4uX1pkSuSidzJxT4eWL7x1
"Easy On Me";Adele;"Easy On Me";USSM12105970;"2021-10-22 00:07";sj1bdpnkh9q3knr3ss718da1d;225s;https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX
"Rolling in the Deep";Adele;21;GBBKS1000335;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;228s;https://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X
"Rumour Has It";Adele;21;GBBKS1000349;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;221s;https://open.spotify.com/track/76N7FdzCI9OsiUnzJVLY2m
Cryin';Aerosmith;"Get A Grip";USIR10000430;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;308s;https://open.spotify.com/track/0NJC0FDCODpPUntRTTQq97
Janie's Got A Gun;Aerosmith;Big Ones;USGF19925407;2021-06-09 18:31;sj1bdpnkh9q3knr3ss718da1d;331s;https://open.spotify.com/track/5fMwvrqujbQjUxcNPcYrUF
"Hand in My Pocket - 2015 Remaster";"Alanis Morissette";"Jagged Little Pill (2015 Remaster)";USMV21500004;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;222s;https://open.spotify.com/track/2lE7oRoKssULAtbWViL385
"Hand in My Pocket - Acoustic";"Alanis Morissette";"Jagged Little Pill (Acoustic)";USMV20500112;"2021-09-24 01:13";sj1bdpnkh9q3knr3ss718da1d;270s;https://open.spotify.com/track/1ter5cYwwDq0KQar6B62lZ
"Hands Clean";"Alanis Morissette";"Under Rug Swept";USMV20100234;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;269s;https://open.spotify.com/track/2LVxvGhl2U5p2ql2ujc6vZ
"Head over Feet - 2015 Remaster";"Alanis Morissette";"Jagged Little Pill (2015 Remaster)";USMV21500008;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;267s;https://open.spotify.com/track/735rjks7kQgWCjTQlIHMuH
"Head over Feet - Acoustic";"Alanis Morissette";"Jagged Little Pill (Acoustic)";USMV20500116;"2021-10-22 00:07";sj1bdpnkh9q3knr3ss718da1d;256s;https://open.spotify.com/track/2kFXr6UB5GYS4pd8zY61mo
"Ironic - 2015 Remaster";"Alanis Morissette";"Jagged Little Pill (2015 Remaster)";USMV21500010;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;230s;https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
"Ironic - Acoustic";"Alanis Morissette";"Jagged Little Pill (Acoustic)";USMV20500118;"2021-11-09 01:55";sj1bdpnkh9q3knr3ss718da1d;236s;https://open.spotify.com/track/18v45bO9woyaa2EbNT0BZI
"You Learn - 2015 Remaster";"Alanis Morissette";"Jagged Little Pill (2015 Remaster)";USMV21500007;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;240s;https://open.spotify.com/track/4l7YIni9bAiGwWMqK5wvgV
"You Learn - Acoustic";"Alanis Morissette";"Jagged Little Pill (Acoustic)";USMV20500115;"2021-09-30 19:19";sj1bdpnkh9q3knr3ss718da1d;250s;https://open.spotify.com/track/6auEoWun0WEXGMseCkBuGU
"You Oughta Know - 2015 Remaster";"Alanis Morissette";"Jagged Little Pill (2015 Remaster)";USMV21500002;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;249s;https://open.spotify.com/track/3jS7bB0oXVOwGFZn3aE5NV
Hero;"Alice Merton";"Hero / Island";DEVQ72100010;"2021-09-18 18:55";sj1bdpnkh9q3knr3ss718da1d;144s;https://open.spotify.com/track/4jtDxgoryWQSa1uvwqeZ0A
"Smooth Criminal";"Alien Ant Farm";Anthology;USDW10022224;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;209s;https://open.spotify.com/track/5z6xHjCZr7a7AIcy8sPBKy
"Dear Maria, Count Me In";"All Time Low";"So Wrong, It's Right";USHR20747017;"2021-05-25 18:18";sj1bdpnkh9q3knr3ss718da1d;183s;https://open.spotify.com/track/0JJP0IS4w0fJx01EcrfkDe
"Monsters (feat. blackbear)";"All Time Low, blackbear";"Wake Up, Sunshine";USAT22000034;"2021-06-24 00:45";sj1bdpnkh9q3knr3ss718da1d;174s;https://open.spotify.com/track/0tyR7Bu9P086aWBFZ4QJoo
"The Keys to the Lonely Lounge";"Alley Walkers";"Brew to the Moon";CA5KR2178048;"2021-09-18 18:55";sj1bdpnkh9q3knr3ss718da1d;133s;https://open.spotify.com/track/3UZ03xgKVGPeOkbJqvhsOv
"Best Day Of My Life";"American Authors";"Oh, What A Life";USUM71302187;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;194s;https://open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP
"Nice and Easy (with Mark McGrath of Sugar Ray)";"American Authors, Mark McGrath";"Nice and Easy (with Mark McGrath of Sugar Ray)";USFLB2100700;"2021-07-07 20:21";sj1bdpnkh9q3knr3ss718da1d;165s;https://open.spotify.com/track/1HX1XfDT5xL4uM3BKNrHPf
"Another Nail in My Heart";"American Hi-Fi";"Another Nail in My Heart";ITH712000040;"2021-11-24 22:59";sj1bdpnkh9q3knr3ss718da1d;166s;https://open.spotify.com/track/0FzV6XeCX6xPWwohPOpsrA
"Flavor Of The Weak";"American Hi-Fi";"American Hi-Fi";USIR20000691;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;189s;https://open.spotify.com/track/1UkMAtLU8NxsddE7j4zXGO
The Art Of Losing;American Hi-Fi;The Art Of Losing;USIR20201011;2021-06-09 18:31;sj1bdpnkh9q3knr3ss718da1d;203s;https://open.spotify.com/track/4EjeB71VqwTMdlFbwD3xTP
"Back To Black";"Amy Winehouse";"Back To Black";GBUM70604698;"2021-07-26 19:44";sj1bdpnkh9q3knr3ss718da1d;240s;https://open.spotify.com/track/30FURVTCpbKyykjSEQzGkH
Rehab;"Amy Winehouse";"Back To Black";GBUM70603730;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;214s;https://open.spotify.com/track/1L5tZi0izXsi5Kk5OJf4W0
"Walking On A Dream - Recorded At Spotify Studios NYC";"Andrew McMahon in the Wilderness";"Spotify Singles";USC4R1701532;"2021-10-22 00:07";sj1bdpnkh9q3knr3ss718da1d;238s;https://open.spotify.com/track/5VxhB7hzV7rAR8YSjYPL8c
"Damn It Feels Good To Be Me";"Andy Grammer";"Damn It Feels Good To Be Me";USHR12142066;"2021-09-18 18:55";sj1bdpnkh9q3knr3ss718da1d;138s;https://open.spotify.com/track/3LymIBUSWRoxxm7W5UQlXl
"Honey, I'm Good.";"Andy Grammer";"Magazines Or Novels";USZXT1400267;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;199s;https://open.spotify.com/track/4MflGTO2ZTcSQ12bWcyRgI
"I Found You";"Andy Grammer";Naive;QMRSZ1900901;"2021-08-20 19:42";sj1bdpnkh9q3knr3ss718da1d;152s;https://open.spotify.com/track/3CAqTfkRgmImhxYDjyL6S7
"Keep Your Head Up";"Andy Grammer";"Andy Grammer";USKFE1000058;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;190s;https://open.spotify.com/track/4Jz4bjXeiF2SXVj9P4YfY5
"Lease On Life";"Andy Grammer";"Lease On Life";USHR12141732;"2021-07-15 01:56";sj1bdpnkh9q3knr3ss718da1d;168s;https://open.spotify.com/track/4ufkuONjQMNR2fyXu1bO9w
"She'd Say (with Ladysmith Black Mambazo)";"Andy Grammer, Ladysmith Black Mambazo";Naive;QMRSZ1900904;"2021-08-20 19:42";sj1bdpnkh9q3knr3ss718da1d;207s;https://open.spotify.com/track/2SPqhlmGmYCM4oU4HGCnsx
"Rebel Girl";"Angels & Airwaves";Lifeforms;QMRSZ1900546;"2021-10-06 21:03";sj1bdpnkh9q3knr3ss718da1d;226s;https://open.spotify.com/track/6jHeqzChTlSxKxN0Bd3kbN
"Breathe (2 AM)";"Anna Nalick";"Wreck of the Day";USSM10412997;"2021-11-12 06:38";sj1bdpnkh9q3knr3ss718da1d;280s;https://open.spotify.com/track/5auMzVHFr5Zfw6IbKarZ56
"I Put A Spell On You";"Annie Lennox";Nostalgia;GBUM71403864;"2021-10-22 00:07";sj1bdpnkh9q3knr3ss718da1d;212s;https://open.spotify.com/track/3sesq9P6ndjuqaq5om7sxT
"Walking on Broken Glass";"Annie Lennox";Diva;GBARL9200043;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;253s;https://open.spotify.com/track/4CcSw8wQAHYf4XNckayPoc
The Hot Water Test;Art Alexakis;Sun Songs;QMRSZ1901428;2021-05-23 19:26;sj1bdpnkh9q3knr3ss718da1d;252s;https://open.spotify.com/track/3Ea3ypKgUdecoONEQxrUjC
"Like a Stone";Audioslave;Audioslave;USSM10211587;"2021-11-24 22:59";sj1bdpnkh9q3knr3ss718da1d;294s;https://open.spotify.com/track/3YuaBvuZqcwN3CEAyyoaei
Boston;Augustana;"All The Stars and Boulevards";USSM10501403;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;246s;https://open.spotify.com/track/2WZyfujzMweFLnozyUJBkW
"Bite Me";"Avril Lavigne";"Bite Me";USAT22107181;"2021-11-15 20:35";sj1bdpnkh9q3knr3ss718da1d;160s;https://open.spotify.com/track/4bNa2MHnPB7zckROAHh8mR
Complicated;"Avril Lavigne";"Let Go";USAR10200223;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;245s;https://open.spotify.com/track/5xEM5hIgJ1jjgcEBfpkt2F
"Sk8er Boi";"Avril Lavigne";"Let Go";USAR10200229;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;204s;https://open.spotify.com/track/00Mb3DuaIH1kjrwOku9CGU
"Electric Love";BØRNS;Dopamine;USUM71416307;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;218s;https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
"When The World Was Mine";"Bad Suns";"When The World Was Mine";USEP42139005;"2021-10-06 21:03";sj1bdpnkh9q3knr3ss718da1d;211s;https://open.spotify.com/track/5J7sG7gQgUWnY3SpIIW8an
"It's All Been Done";"Barenaked Ladies";"Stunt (20th Anniversary Edition)";USRE19800262;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;206s;https://open.spotify.com/track/1VBRdl1sT4DGckQaTzKEB9
"New Disaster";"Barenaked Ladies";"New Disaster";CAAT22110004;"2021-06-17 19:10";sj1bdpnkh9q3knr3ss718da1d;239s;https://open.spotify.com/track/6twB3OoQGh9wUZ58sNvXi7
"One Week";"Barenaked Ladies";"Stunt (20th Anniversary Edition)";USRE19800261;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;170s;https://open.spotify.com/track/29hBRadFZf9QTGRHZmxm65
"Pinch Me";"Barenaked Ladies";Maroon;USRE10000774;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;285s;https://open.spotify.com/track/2RQ3fWFZJJe4G5KkHEACww
"Distorted Light Beam";Bastille;"Distorted Light Beam";GBUM72103268;"2021-07-01 19:10";sj1bdpnkh9q3knr3ss718da1d;177s;https://open.spotify.com/track/7bREivF1RTm0vOYB2wi7nE
"Give Me The Future";Bastille;"Give Me The Future";GBUM72104402;"2021-07-26 19:44";sj1bdpnkh9q3knr3ss718da1d;220s;https://open.spotify.com/track/4v4zSLaMkF5Ezx6KHHMQam
Pompeii;Bastille;"Bad Blood";GBAAA1200795;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;214s;https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795
"Pompeii - Live At Studio Brussel (Acoustic)";Bastille;"Acoustic Pop";GBUM71405601;"2021-11-09 01:55";sj1bdpnkh9q3knr3ss718da1d;200s;https://open.spotify.com/track/6Z7QL3OHC0Qh6c4UTPPstk
"Thelma + Louise";Bastille;"Thelma + Louise";GBUM72104380;"2021-09-08 23:33";sj1bdpnkh9q3knr3ss718da1d;137s;https://open.spotify.com/track/4UxATpWvXewD5EZUW01EeQ
"So What'Cha Want - Remastered 2009";"Beastie Boys";"Check Your Head";USCA20900107;"2021-07-01 19:10";sj1bdpnkh9q3knr3ss718da1d;217s;https://open.spotify.com/track/0gmGBCJ5XhOmoNR37MmxEE
"Devils Haircut";Beck;Odelay;USGF19682301;"2021-07-01 19:10";sj1bdpnkh9q3knr3ss718da1d;193s;https://open.spotify.com/track/1AQg7H4Ohu6s3qzq4m1KrN
Loser;Beck;"Mellow Gold";USGF19463401;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;235s;https://open.spotify.com/track/5PntSbMHC1ud6Vvl8x56qd
Feed the Tree;Belly;Star;USRE19901626;2021-06-09 18:31;sj1bdpnkh9q3knr3ss718da1d;209s;https://open.spotify.com/track/3L19vBWH4jTHNXbuBaHbUN
"Steal My Kisses";"Ben Harper And The Innocent Criminals";"Burn To Shine";USVI29900131;"2021-05-25 18:18";sj1bdpnkh9q3knr3ss718da1d;245s;https://open.spotify.com/track/4cIwg5VY8Lo1NYwq7llOth
Good;"Better Than Ezra";Deluxe;USEE10001294;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;185s;https://open.spotify.com/track/0ttHpMs250dpFkCYAnuhnE
45;Bleachers;45;USRC12002673;"2021-08-03 22:44";sj1bdpnkh9q3knr3ss718da1d;204s;https://open.spotify.com/track/1gbgwb8AwRo9i42YaqWnj2
"Don't Go Dark";Bleachers;"Take the Sadness Out of Saturday Night";USRC12101251;"2021-08-10 19:58";sj1bdpnkh9q3knr3ss718da1d;244s;https://open.spotify.com/track/6ZpkPahiQA2u63Jx9TnYNw
"How Dare You Want More";Bleachers;"How Dare You Want More";USRC12101248;"2021-10-22 00:07";sj1bdpnkh9q3knr3ss718da1d;240s;https://open.spotify.com/track/3ofm3iqaRbHBCGvqf5jK7H
Rollercoaster;Bleachers;"Strange Desire";USRC11400984;"2021-10-22 00:07";sj1bdpnkh9q3knr3ss718da1d;189s;https://open.spotify.com/track/5L95vS64rG1YMIFm1hLjyZ
"Stop Making This Hurt";Bleachers;"Stop Making This Hurt";USRC12100106;"2021-08-03 22:44";sj1bdpnkh9q3knr3ss718da1d;200s;https://open.spotify.com/track/32srSGuuy12hEhrD2iCIIK
"Chinatown (feat. Bruce Springsteen)";"Bleachers, Bruce Springsteen";"Chinatown (feat. Bruce Springsteen)";USRC12002678;"2021-08-03 22:44";sj1bdpnkh9q3knr3ss718da1d;248s;https://open.spotify.com/track/7IY2JF7AlVN5uvIUBVnSJd
"Secret Life (feat. Lana Del Rey)";"Bleachers, Lana Del Rey";"Secret Life (feat. Lana Del Rey)";USRC12101250;"2021-08-10 19:58";sj1bdpnkh9q3knr3ss718da1d;187s;https://open.spotify.com/track/2HL0VnhJLtWDZL1UsnLib5
"Hey Leonardo (She Likes Me for Me)";"Blessid Union Of Souls";"Walking Off the Buzz";USVT19900003;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;208s;https://open.spotify.com/track/34c09e1nnPqjQ48TKZvSnt
"I Believe";"Blessid Union Of Souls, David Kershenbaum";Home;USCA29501785;"2021-11-09 01:55";sj1bdpnkh9q3knr3ss718da1d;267s;https://open.spotify.com/track/7qnNnQTGxdzI2wZWpa0vDD
"No Rain";"Blind Melon";"Blind Melon";USCA29200194;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;217s;https://open.spotify.com/track/6txWz9UapYHVxEd7dDIHXT
Hook;"Blues Traveler";Four;USAM19400304;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;289s;https://open.spotify.com/track/27IRo2rYeizhRMDaNVplNM
Run-Around;"Blues Traveler";Four;USAM19400296;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;280s;https://open.spotify.com/track/500Tkm3vJmVtdUwdCVxCTb
"Song 2 - 2012 Remaster";Blur;"Blur (Special Edition)";GBAYE1200348;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;121s;https://open.spotify.com/track/1FTSo4v6BOZH9QxKc3MbVM
"Monster Mash";"Bobby ""Boris"" Pickett, The Crypt-Kickers";"The Original Monster Mash";GBBBA7360050;"2021-11-09 01:55";sj1bdpnkh9q3knr3ss718da1d;192s;https://open.spotify.com/track/0xxZY5C9xxij3D1HkzbnfC
"Closer to Free";Bodeans;"Go Slow Down";USRH10900161;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;189s;https://open.spotify.com/track/0xw22cJECqEQ8RlH0H4sHr
"It's My Life";"Bon Jovi";Crush;USIR20000145;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;224s;https://open.spotify.com/track/0v1XpBHnsbkCn7iJ9Ucr1l
1985;"Bowling For Soup";"A Hangover You Don't Deserve";USJI10400613;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;193s;https://open.spotify.com/track/5oQcOu1omDykbIPSdSQQNJ
"...Baby One More Time";"Bowling For Soup";"Goes to the Movies (Expanded Edition)";USJI10500299;"2021-09-18 18:55";sj1bdpnkh9q3knr3ss718da1d;210s;https://open.spotify.com/track/1wb2o0e5qrwSSoDUVIz6WM
"The Great Escape";"Boys Like Girls";"Boys Like Girls";USSM10603069;"2021-10-13 22:24";sj1bdpnkh9q3knr3ss718da1d;207s;https://open.spotify.com/track/6GIrIt2M39wEGwjCQjGChX
"The Story";"Brandi Carlile";"The Story";USSM10607485;"2021-11-12 06:38";sj1bdpnkh9q3knr3ss718da1d;238s;https://open.spotify.com/track/0EKBV6GybPtALXUgWqWrym
"Secret Garden";"Bruce Springsteen";"Greatest Hits";USSM19500017;"2021-07-15 01:56";sj1bdpnkh9q3knr3ss718da1d;267s;https://open.spotify.com/track/68uuz61IqrSJjO6ffO3yHc
"Short Skirt / Long Jacket";CAKE;"Comfort Eagle";USSM10104611;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;204s;https://open.spotify.com/track/3OOFEF20WqtsUPcRbPY3L7
"The Distance";CAKE;"Fashion Nugget";USCA19686701;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;180s;https://open.spotify.com/track/0xMEF2WiqKWTIG7Krjungw
How Not To Drown (feat. Robert Smith);CHVRCHES, Robert Smith;How Not to Drown;GBZN82100005;2021-06-17 19:10;sj1bdpnkh9q3knr3ss718da1d;331s;https://open.spotify.com/track/7stkGB6p8gmJkrZ5RKwq0f
Chapstick;COIN;Chapstick;QZJ842001241;"2021-10-22 00:07";sj1bdpnkh9q3knr3ss718da1d;193s;https://open.spotify.com/track/2c0NslS6dfGp1LT1iXbqyS
"Jerk It Out";Caesars;"Love For The Streets";SEVBU0200002;"2021-09-24 01:13";sj1bdpnkh9q3knr3ss718da1d;196s;https://open.spotify.com/track/5XMjXjwCkJVmk0AHm7z8IV
"Ain't No Rest for the Wicked";"Cage The Elephant";"Cage The Elephant (Expanded Edition)";USJI10900260;"2021-09-18 18:55";sj1bdpnkh9q3knr3ss718da1d;175s;https://open.spotify.com/track/3Pzh926pXggbMe2ZpXyMV7
"Cigarette Daydreams";"Cage The Elephant";Melophobia;USRC11301169;"2021-04-20 21:47";sj1bdpnkh9q3knr3ss718da1d;209s;https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0
"Short Skirt / Long Jacket";Cake;"Comfort Eagle";USSM10104611;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;204s;https://open.spotify.com/track/3OOFEF20WqtsUPcRbPY3L7
"The Distance";Cake;"Fashion Nugget";USCA19686701;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;180s;https://open.spotify.com/track/0xMEF2WiqKWTIG7Krjungw
Fire for You;Cannons;Shadows;QZ8GX1700490;2021-06-09 18:31;sj1bdpnkh9q3knr3ss718da1d;232s;https://open.spotify.com/track/7MXMcK1xAEYzkfjKKwh6ry
"Safe And Sound";"Capital Cities";"In A Tidal Wave Of Mystery (Deluxe Edition)";USCA21203108;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;193s;https://open.spotify.com/track/6Z8R6UsFuGXGtiIxiD8ISb
"Forget You";"CeeLo Green";"The Lady Killer";USAT21001778;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;223s;https://open.spotify.com/track/7AqISujIaWcY3h5zrOqt5v
"Hero (feat. Josey Scott)";"Chad Kroeger, Josey Scott";"Hero (feat. Josey Scott)";NLA320219756;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;200s;https://open.spotify.com/track/779ooI3rBd0CLqCiiJmtVo
"Long Way Home";"Chad Tepper";"Long Way Home";QZNWP2150185;"2021-11-09 01:55";sj1bdpnkh9q3knr3ss718da1d;171s;https://open.spotify.com/track/1CzkCBVMW5ZzbwaFbtk4ER
"I Hate Everybody (feat. Simple Plan)";"Chad Tepper, Simple Plan";"I Hate Everybody (feat. Simple Plan)";QZNWP2150144;"2021-09-30 19:19";sj1bdpnkh9q3knr3ss718da1d;192s;https://open.spotify.com/track/61LmjrYtevg8KjHjuV5Hs7
"Black Hole Sun - Recorded Live At Red Robinson Show Theatre, Vancouver, Canada on April 30, 2011";"Chris Cornell";"Acoustic Rock";USUG11101210;"2021-11-09 01:55";sj1bdpnkh9q3knr3ss718da1d;278s;https://open.spotify.com/track/3egnL9xhoUH8lbXw6morFm
Tubthumping;Chumbawamba;Tubthumper;USUR19700175;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;279s;https://open.spotify.com/track/5YScXJKtefsgdskIy60N7A
"Better Days (And the Bottom Drops Out)";"Citizen King";"Mobile Estates";USWB19801111;"2021-04-15 03:28";sj1bdpnkh9q3knr3ss718da1d;207s;https://open.spotify.com/track/460Wn6Dq2uMviG5nPXtPnb
