title,artist,album,isrc,platform,duration,addedDate,addedBy,url
"Roll To Me","Del Amitri",Twisted,GBAAM9500007,spotify,132s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7LF0YY1gON8rBECsyEs0Wb
Layla,"Derek & The Dominos","Layla And Other Assorted Love Songs (Remastered 2010)",GBUM71028890,spotify,424s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2kkvB3RNRzwjFdGhaUA0tz
"Come On Eileen","Dexys Midnight Runners","Too Rye Ay",GBF088200006,spotify,287s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3MrWxJaD2AT0W9DjWF64Vm
"Upside Down","Diana Ross",Diana,USMO18000379,spotify,246s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3pbtBomO4Zt5gGiqsYeiBH
"Walk of Life","Dire Straits","Brothers in Arms",GBF088500675,spotify,252s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/423o3ZHIaBtGXyhF1uH41a
"Sultans of Swing","Dire Straits","Dire Straits",GBF089601041,spotify,350s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6cr6UDpkjEaMQ80OjWqEBQ
"Days Go By","Dirty Vegas","Dirty Vegas",GBAYE0102335,spotify,432s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2RLpFEf6d0708O7Bqhjyxg
Summertime,"DJ Jazzy Jeff & The Fresh Prince",Homebase,USJI19100002,spotify,271s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/20XdEFyaUR9C7aDIdq2OAd
"9 to 5","Dolly Parton","9 To 5 And Odd Jobs",USRN19400384,spotify,162s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4w3tQBXhn5345eUXDGBWZG
"All She Wants To Do Is Dance","Don Henley","Building The Perfect Beast",USGF18502607,spotify,269s,"2021-11-24 23:07",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4yCRCEAfCMRyqCpBSd0qDp
"The Boys Of Summer","Don Henley","Building The Perfect Beast",USGF18502601,spotify,289s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4gvea7UlDkAvsJBPZAd4oB
"Break My Heart","Dua Lipa","Break My Heart",GBAHT1901303,spotify,222s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1raaNykBg1bDnWENUiglUA
"Don't Start Now","Dua Lipa","Don't Start Now",GBAHT1901121,spotify,183s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
"Hungry Like the Wolf - 2009 Remaster","Duran Duran","Rio (Collector's Edition)",GBAYE0901090,spotify,221s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/39lSeqnyjZJejRuaREfyLL
"Take It Easy - 2013 Remaster",Eagles,"Eagles (2013 Remaster)",USEE11300314,spotify,212s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4yugZvBYaoREkJKtbG08Qr
"Life in the Fast Lane - 2013 Remaster",Eagles,"Hotel California (2013 Remaster)",USEE11300355,spotify,286s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6gXrEUzibufX9xYPk3HD5p
"Hotel California - 2013 Remaster",Eagles,"Hotel California (2013 Remaster)",USEE11300353,spotify,391s,"2022-01-14 04:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv
September,"Earth, Wind & Fire",September,USSM17800845,spotify,215s,"2021-09-24 01:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7Cuk8jsPPoNYQWXK9XRFvG
"Let's Groove","Earth, Wind & Fire",Raise!,USSM18100641,spotify,339s,"2021-11-09 02:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3koCCeSaVUyrRo3N2gHrd8
"Castle on the Hill","Ed Sheeran","÷ (Deluxe)",GBAHS1600462,spotify,261s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
"Bad Habits","Ed Sheeran","Bad Habits",GBAHS2100318,spotify,231s,"2022-07-14 00:34",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
"Two Tickets to Paradise","Eddie Money","Eddie Money",USSM17700223,spotify,237s,"2021-06-17 19:17",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/22CIOfLZB9z8He7WgHYAgH
"Take Me Home Tonight","Eddie Money","Can't Hold Back",USSM10113106,spotify,211s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7b4yGtR0rujvLi5EBfKKJ2
"I Love a Rainy Night","Eddie Rabbitt","All Time Greatest Hits",USWB19900953,spotify,191s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0zvNHIL7ci0ZzIoWU6RO2u
"Drivin' My Life Away","Eddie Rabbitt","All Time Greatest Hits",USWB19900954,spotify,195s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3PJ9yQv8IUmLx24KFvaVEI
"Mr. Blue Sky","Electric Light Orchestra","Out of the Blue",USSM17200399,spotify,303s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp
"Hold On Tight","Electric Light Orchestra",Time,USSM18100353,spotify,187s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6yBbmHFTxihIDFAerzDMGi
"I'm Still Standing","Elton John","Too Low For Zero",GBALX8300190,spotify,183s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2
"Crocodile Rock","Elton John","Don't Shoot Me I'm Only The Piano Player",GBAMB7200001,spotify,235s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6WCeFNVAXUtNczb7lqLiZU
"Cold Heart - PNAU Remix","Elton John, Dua Lipa, PNAU","Cold Heart (PNAU Remix)",GBUM72104705,spotify,203s,"2022-06-19 17:38",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
"Viva Las Vegas","Elvis Presley","Elvis' Gold Records, Vol. 4",USRC16301778,spotify,145s,"2022-04-05 07:45",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5Q7ayTarb9Tpmkik5cVMug
"A Little Less Conversation - JXL Radio Edit Remix","Elvis Presley, Junkie XL","Elvis 30 #1 Hits",USRC10200288,spotify,213s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7FNIEfhhBlzsZFxCwI5Nwh
"A Little Respect",Erasure,"The Innocents",GBAJH0000207,spotify,213s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2RVQIq7bLi4Eu6xHPyQ46t
"The Final Countdown",Europe,"The Final Countdown (Expanded Edition)",USSM18600196,spotify,310s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3MrRksHupTVEQ7YbA0FsZK
"The Way",Fastball,"All The Pain Money Can Buy",USHR19713001,spotify,257s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7IsEXPk6qqt30FfQv4SZMa
"Who Are You","Fifth Harmony","Better Together",USSM11305322,spotify,237s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6SghBI1kud4USU9UAJkWR9
"She Drives Me Crazy","Fine Young Cannibals","The Raw & The Cooked",USRH10901907,spotify,216s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4d6eqRtpDX7tydHJGDZUBQ
"The Walker","Fitz and The Tantrums","More Than Just a Dream (Deluxe Edition)",USAT21300240,spotify,233s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0Nk7bSn0MItonkR0GNs3mj
HandClap,"Fitz and The Tantrums","Fitz and The Tantrums (Deluxe Edition)",USAT21600408,spotify,193s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4qRaZYiaOsSvWC7VgcxrI0
"Go Your Own Way - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)",USWB11301114,spotify,224s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4xh7W7tlNMIczFhupCPniY
"You Make Loving Fun - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)",USWB11301117,spotify,217s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/55mQhobuwtY7lfLAXylg1k
"Don't Stop - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)",USWB11301113,spotify,193s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3CPeWqqaHR0hmyfsWhMJQs
Cruise,"Florida Georgia Line","Here's To The Good Times",USUM71207991,spotify,209s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0i5el041vd6nxrGEU8QRxy
"Slow Ride",Foghat,"Slow Ride / Save Your Loving (For Me)",USRH10802802,spotify,233s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4MYb7NWLwXNDB7bYs3HeX8
"Long Road To Ruin","Foo Fighters","Echoes, Silence, Patience & Grace",USRW30700010,spotify,225s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0bORa4VpL8NzyMXEI6UFGK
"Learn to Fly","Foo Fighters","There Is Nothing Left To Lose",USRW39900002,spotify,235s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5OQsiBsky2k2kDKy2bX2eT
Everlong,"Foo Fighters","The Colour And The Shape",USRW29600011,spotify,251s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5UWwZ5lm5PKu6eKsHAGxOk
Walk,"Foo Fighters","Wasting Light",USRW31100002,spotify,256s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/76Je5Wklky23mVoxiRszcN
"Stacy's Mom","Fountains Of Wayne","Welcome Interstate Managers",USESC0300016,spotify,198s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/27L8sESb3KR79asDUBu8nW
"Take Me Out","Franz Ferdinand","Franz Ferdinand",USSM10402947,spotify,237s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM
"All Right Now",Free,"Fire And Water",GBAAN7000001,spotify,331s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1gcESexgftSuLuML57Y69q
"Invisible Touch - 2007 Remaster",Genesis,"Invisible Touch",GBAAA0700779,spotify,208s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0xpBr84T3FTm9j4D1MdPtk
Shotgun,"George Ezra","Staying at Tamara's",GBARL1701372,spotify,201s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
"Freedom! '90 - Remastered","George Michael","Listen Without Prejudice / MTV Unplugged (Deluxe)",GBARL1501373,spotify,391s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3tyTt5pEWblt96j1HsXiV5
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack","Glenn Frey","Above The Clouds - The Collection (Deluxe)",USMC18416576,spotify,228s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0PXw9NKvolWTo7U9JkNzmc
"Rhythm Is Gonna Get You","Gloria Estefan, Miami Sound Machine","Let It Loose",USSM10011986,spotify,235s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5KvIQUPOrWc4M3tWyH3x1i
"Twilight Zone","Golden Earring","The Long Versions - Part One",NLC288200071,spotify,478s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3ztKHejzVoxJRKSZHFFMdJ
"Radar Love","Golden Earring","The Long Versions - Part One",NLC287300054,spotify,387s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4Zau4QvgyxWiWQ5KQrwL43
"Her Vacation","Goth Babe","Her Vacation",TCAEL1974643,spotify,266s,"2022-01-14 04:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1bgO8NY7q3WRxqKOJUyU2Y
"We're An American Band - Remastered 2002","Grand Funk Railroad","We're An American Band (Expanded Edition / Remastered 2002)",USCA20200334,spotify,207s,"2021-07-07 20:27",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3XcjIvaZVUFAIdIYZqY9bd
"Truckin' - 2013 Remaster","Grateful Dead","American Beauty (2013 Remaster)",USWB11304517,spotify,307s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1I6l01BaBgBCVkfQCpIlR6
"American Idiot","Green Day","American Idiot",USRE10400888,spotify,176s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6nTiIhLmQ3FWhvrGafw2zj
"Highway Tune","Greta Van Fleet","From The Fires",USUM71702892,spotify,181s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7aOor99o8NNLZYElOXlBG1
"Paradise City","Guns N' Roses","Appetite For Destruction",USGF18714806,spotify,406s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6eN1f9KNmiWEhpE2RhQqB5
"Welcome To The Jungle","Guns N' Roses","Appetite For Destruction",USGF18714801,spotify,273s,"2021-08-20 19:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0G21yYKMZoHa30cYVi1iA8
"Sweet Child O' Mine","Guns N' Roses","Appetite For Destruction",USGF18714809,spotify,356s,"2021-09-01 19:08",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7snQQk1zcKl8gZ92AnueZW
"Axel F","Harold Faltermeyer","Harold F",USMC18416586,spotify,181s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2kgqupahrJpYB4r1poTXEY
"Top Gun Anthem - From ""Top Gun"" Original Soundtrack","Harold Faltermeyer, Steve Stevens","Top Gun - Motion Picture Soundtrack (Special Expanded Edition)",USSM19904574,spotify,252s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/00Y9r5SfbDdEjJhNg7laQr
"Jump in the Line","Harry Belafonte","Jump Up Calypso",USRC16607550,spotify,222s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1zW2csx1vVJrKfvDrFQNVt
"As It Was","Harry Styles","As It Was",USSM12200612,spotify,167s,"2022-07-14 00:34",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7
Barracuda,Heart,"Little Queen",USSM10009075,spotify,262s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4KfSdst7rW39C0sfhArdrz
"Route 101","Herb Alpert",Fandango,QM4221500463,spotify,202s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Tf0xSQyh7O1bsgwjNRkCl
Rockit,"Herbie Hancock","Future Shock",USSM19804808,spotify,325s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2nWHzbBWBOePUvAImQv2So
"Jump Around","House Of Pain","House of Pain (Fine Malt Lyrics)",USTB10300119,spotify,215s,"2022-03-10 20:58",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3TZwjdclvWt7iPJUnMpgcs
"The Power Of Love","Huey Lewis & The News","Greatest Hits: Huey Lewis And The News",USCA20600519,spotify,234s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2olVm1lHicpveMAo4AUDRB
"Workin For A Livin","Huey Lewis & The News","Picture This",USCH38200027,spotify,159s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3gkH5q7qT0Ex08kua0KgrN
"Do You Believe In Love","Huey Lewis & The News","Picture This",USCH39200022,spotify,209s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/43LjRHyyetSWnPpW7CWThG
"The Heart Of Rock And Roll","Huey Lewis & The News","Sports 30th Anniversary Deluxe",USCH39900063,spotify,305s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/715sEYWkafd4xvl87dwZgu
"Hip To Be Square","Huey Lewis & The News",Fore!,USCH38600003,spotify,245s,"2021-11-09 02:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/648BMGrt98kUbLo24A4vgj
"I Love It (feat. Charli XCX)","Icona Pop, Charli XCX","THIS IS... ICONA POP",SEWEE1200301,spotify,157s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq
"Lust For Life","Iggy Pop","Lust For Life",USTM39200001,spotify,314s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/21YxK0klhpfLW8budkJaMF
Believer,"Imagine Dragons",Evolve,USUM71700626,spotify,204s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
"Walking The Wire","Imagine Dragons",Evolve,USUM71704648,spotify,233s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1y3bE5i57eUm3hfLAc7h08
Radioactive,"Imagine Dragons","Night Visions",USUM71201074,spotify,187s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp
"On Top Of The World","Imagine Dragons","Night Visions (Deluxe)",USUM71201073,spotify,190s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6KuHjfXHkfnIjdmcIvt9r0
Thunder,"Imagine Dragons",Evolve,USUM71704167,spotify,187s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
"Philadelphia Freedom (Kids Sing)","Infinite Hit Band","Kids Party Hits (Kids Sing Elton John)",USA370952999,spotify,207s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4ywu9v7V7b4DljPRmNgJi3
"What's on Your Mind (Pure Energy)","Information Society","Information Society",USRE10100513,spotify,276s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0sId1fkKRfPlyMMOSVShng
"Suicide Blonde",INXS,X,AUWC41010191,spotify,232s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3DPyS3odFIWQ3E2IFqHEdG
"What You Need",INXS,"Listen Like Thieves",USAT29901626,spotify,214s,"2022-08-26 21:54",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/04EnF5C2HvYZfGu64Bng7I
"Theme From Shaft - Remastered","Isaac Hayes","Shaft (Deluxe Edition)",USC4R0920520,spotify,279s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7KMILVTQdVS4zQ8ilTcpRO
"(Your Love Keeps Lifting Me) Higher & Higher","Jackie Wilson","The Ultimate Jackie Wilson",USBWC0110047,spotify,181s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4TBBPZks71c60whhq0PgdP
"Running on Empty","Jackson Browne","Running on Empty / Nothing but Time (Digital 45)",USEE10900486,spotify,292s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6aqm56xP40foYBBtAWWrnY
Boulevard,"Jackson Browne","Hold Out",USEE10170263,spotify,201s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6oO4MqRSMxIDFqX1OQnVAz
Beachin',"Jake Owen","Days of Gold",USRN11300044,spotify,191s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5dNGORzxFb5z3v7vSAFkTU
"Traffic Jam","James Taylor","James Taylor Live",USSM10021537,spotify,130s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3QIksrsEQrP9UXhPxNxSG0
"Been Caught Stealing","Jane's Addiction","Ritual De Lo Habitual",USWB10902573,spotify,213s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/51Gkc1TxvyQ9K8y0pQRmQM
Nasty,"Janet Jackson",Control,USAM19500847,spotify,243s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/07OzC5JlcaDwEkzWmvqp6y
Escapade,"Janet Jackson","Rhythm Nation 1814",USAM18900717,spotify,284s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5HAv1Ckfe50DUjv8ghwTrz
"Blacktop Gone","Jason Aldean","Rearview Town",QMRSZ1800211,spotify,206s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5gVIaHdxCyV8Vi7nhYVF2y
"East Bound and Down","Jerry Reed","The Essential Jerry Reed",USRN19500162,spotify,167s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4ubYnxmt3qW3wZdqMZbqOh
"DEAF (who are you)","Jessie Reyez","BEFORE LOVE CAME TO KILL US",USUG12000812,spotify,173s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0ASJErUz9Jft45bkkfNAXq
"Right Here Right Now","Jesus Jones",Doubt,GBAYE9000326,spotify,189s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3fcGGP62sllcNEhuFJVYeC
"Are You Gonna Be My Girl",Jet,"Get Born",USEE10340526,spotify,214s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/305WCRhhS10XUcH6AEwZk6
"Walkin' Back to Georgia","Jim Croce","You Don't Mess Around With Jim",GBAJE0604318,spotify,171s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/51ueZKM83MTRv9rgiDfI6Y
"Bad, Bad Leroy Brown","Jim Croce","Life & Times",GBAJE7100650,spotify,182s,"2022-08-10 17:00",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1O0xeZrBDbq7HPREdmYUYK
Fire,"Jimi Hendrix","Are You Experienced",USQX90900772,spotify,164s,"2022-01-14 04:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5LI7PoHEolR8plrf3I16sq
"The Middle","Jimmy Eat World","Bleed American",USDW10110256,spotify,166s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6GG73Jik4jUlQCkKg9JuGO
"Feelin' Alright","Joe Cocker","With A Little Help From My Friends",USAM16900372,spotify,251s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0Jl5bIEve3A4axcjY3EgDZ
"Summer Song","Joe Satriani","The Extremist",USSM19200120,spotify,298s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3zvBkrRyrDFmcJAfmZLEOT
"Rocky Mountain Way","Joe Walsh","The Smoker You Drink, The Player You Get",USMC17344516,spotify,315s,"2021-09-30 19:40",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2XHjFJVXYlEzoDvN82h8s5
"Head & Heart (feat. MNEK)","Joel Corry, MNEK","Head & Heart (feat. MNEK)",UK4ZF2000305,spotify,166s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
"Take Me Home, Country Roads","John Denver","The John Denver Collection, Vol 1: Take Me Home Country Roads",USA370529726,spotify,198s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/39q7xibBdRboeMKUbZEB6g
Centerfield,"John Fogerty","Centerfield - 25th Anniversary",USDW10110142,spotify,231s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2iRfjwzPsooCskZrrlsgcC
"Belief - Live at the Nokia Theatre, Los Angeles, CA - December 2007","John Mayer","Where the Light Is: John Mayer Live In Los Angeles",USSM10801220,spotify,363s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2vFYhHS8ycUITvZYownH5K
"Lonely Ol' Night","John Mellencamp",Scarecrow,USJM18500004,spotify,225s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0TBMx8wWJkwSEVSOJUn21e
"Authority Song","John Mellencamp",Uh-HUH!,USJM18300003,spotify,229s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/38Lf9Im0jQhAaKx8ehQM1S
"Jack & Diane","John Mellencamp","American Fool",USJM18200001,spotify,254s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/43btz2xjMKpcmjkuRsvxyg
"Pink Houses","John Mellencamp",Uh-HUH!,USJM18300001,spotify,284s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5JKQMoGmXwDHCodn5pFVHB
"Hurts So Good","John Mellencamp","American Fool",USJM18200002,spotify,219s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/67eX1ovaHyVPUinMHeUtIM
"R.O.C.K. In The U.S.A. (A Salute To 60's Rock)","John Mellencamp",Scarecrow,USJM18500002,spotify,174s,"2021-07-07 20:27",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0lqfBvf1Gqmmt3l5Qeirlm
"I Need A Lover","John Mellencamp","A Biography",USJM17900001,spotify,337s,"2021-11-09 02:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/47lkghP0AjBkqOGzbxC2Mt
"St. Elmos Fire (Man in Motion)","John Parr","St. Elmo's Fire - Music From The Original Motion Picture Soundtrack",USAT20105874,spotify,252s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1A2PWRltFrX8iB8IP3CUgo
