title,artist,album,isrc,platform,duration,addedDate,addedBy,url
"Everybody Everybody","Black Box",Dreamland,GBCMX0609003,spotify,247s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6wBMTv8yTiNh50fqTkT0JC
"I Gotta Feeling","Black Eyed Peas","THE E.N.D. (THE ENERGY NEVER DIES)",USUM70965169,spotify,289s,"2021-12-21 23:00",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4vp2J1l5RD4gMZwGFLfRAu
"Paranoid - 2012 - Remaster","Black Sabbath","Paranoid (Remaster)",USWB11304628,spotify,168s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc
"No Rain","Blind Melon","Blind Melon",USCA29200194,spotify,217s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6txWz9UapYHVxEd7dDIHXT
"Heart Of Glass - Special Mix",Blondie,"Best Of Blondie",USCH39600074,spotify,276s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0a4agFmqHXxcZl1nho1BxM
Rapture,Blondie,"Greatest Hits: Blondie",USCH38700028,spotify,299s,"2021-11-09 02:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6F2vo4sxRNQ58VYe3pdiaL
"Burnin' for You","Blue Öyster Cult","Fire of Unknown Origin",USSM10017652,spotify,271s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3fkPMWQ6cBNBLuFcPyMS8s
"(Don't Fear) The Reaper","Blue Öyster Cult","Agents Of Fortune",USSM17600477,spotify,308s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5QTxFnGygVM4jFQiBovmRo
Run-Around,"Blues Traveler",Four,USAM19400296,spotify,280s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/500Tkm3vJmVtdUwdCVxCTb
"Song 2 - 2012 Remaster",Blur,"Blur (Special Edition)",GBAYE1200348,spotify,121s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1FTSo4v6BOZH9QxKc3MbVM
Shakedown,"Bob Seger","Greatest Hits 2",USCA20300669,spotify,242s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/303oOLP2Jf6M4rke52qItM
"Rock And Roll Never Forgets","Bob Seger","Night Moves",USCA28600368,spotify,232s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4cVRPrhh7mTVejhx73qA6U
"Old Time Rock & Roll","Bob Seger","Stranger In Town",USCA28600270,spotify,194s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5EOoMWIB9iK4ZpcSex9Ec7
"Hollywood Nights","Bob Seger","Stranger In Town",USCA28600268,spotify,303s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5VbePtZp1at8gH990zVyTI
"My Prerogative","Bobby Brown","Don't Be Cruel",USMC18825732,spotify,292s,"2021-11-09 02:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0v9kGNjkKdQUdDoBIuiph4
Runaway,"Bon Jovi","Bon Jovi",USPR39402231,spotify,231s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0X1sqQ652p1sceKM2nJlIJ
"Livin' On A Prayer","Bon Jovi","Slippery When Wet",USPR38619998,spotify,249s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/37ZJ0p5Jm13JPevGcx4SkF
"Raise Your Hands","Bon Jovi","Slippery When Wet",USMR18689019,spotify,257s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7oJXOVieUvG8e9HDRhZGPK
"Bad Medicine","Bon Jovi","New Jersey (Deluxe Edition)",USPR39402228,spotify,317s,"2022-01-14 04:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/72hcFp4tYkd3dbNA9dZ3Pv
"(You Want To) Make A Memory - Pop Album Version","Bon Jovi","Lost Highway",USUM70736427,spotify,276s,"2022-08-26 21:54",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/09ln4QumFqjIkfCFiW9aRk
"Holding Out for a Hero - From ""Footloose"" Soundtrack","Bonnie Tyler","Secret Dreams and Forbidden Fire",USSM18300449,spotify,348s,"2021-06-24 00:51",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5Hyr47BBGpvOfcykSCcaw9
"Green Onions","Booker T. & the M.G.'s","Green Onions",USAT20000736,spotify,176s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4fQMGlCawbTkH9yPPZ49kP
"More Than a Feeling",Boston,Boston,USSM17600941,spotify,285s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF
"Foreplay / Long Time",Boston,Boston,USSM17600873,spotify,468s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/39C5FuZ8C8M0QI8CrMsPkR
"Don't Look Back",Boston,"Don't Look Back",USSM10002502,spotify,360s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4QySZtWymRGNgrwxZOODKF
Motownphilly,"Boyz II Men","The Best Of Boyz II Men 20th Century Masters The Millennium Collection",USMO19190022,spotify,235s,"2021-09-24 01:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4wDSLkTUIpRsn3UbCzW9wV
"Friends in Low Places","Brooks Jefferson","Strummin' On Garth",uscgj1501668,spotify,259s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4OMj5QWwvYSUs9O0hsymts
"Ain't Goin' Down (Til the Sun Comes Up)","Brooks Jefferson","Strummin' On Garth",uscgj1501680,spotify,271s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5zkaDGUM3xx5PnzfUbY4jY
"Born in the U.S.A.","Bruce Springsteen","Born In The U.S.A.",USSM18400406,spotify,279s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0dOg1ySSI7NkpAe89Zo0b9
"Glory Days","Bruce Springsteen","Born In The U.S.A.",USSM18400415,spotify,255s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2Y90nL1ohB4sgYELDs7uNx
"Thunder Road","Bruce Springsteen","Born To Run",USSM19904335,spotify,289s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/56lhDZNQ5J47aog6mGKeGk
"Born to Run","Bruce Springsteen","Born To Run",USSM17500423,spotify,270s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6hTcuIQa0sxrrByu9wTD7s
"Pink Cadillac - Single B-Side - 1984","Bruce Springsteen",Tracks,USSM18300380,spotify,213s,"2021-11-09 02:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3zG1YiTu53KCt8W56psgs2
"Locked out of Heaven","Bruno Mars","Unorthodox Jukebox",USAT21203287,spotify,233s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh
"24K Magic","Bruno Mars","24K Magic",USAT21602944,spotify,226s,"2022-01-14 04:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
"Summer Of '69","Bryan Adams","Reckless (30th Anniversary / Deluxe Edition)",USAM18490006,spotify,216s,"2021-06-01 18:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0GONea6G2XdnHWjNZd6zt3
Dynamite,BTS,Dynamite,QM7282022872,spotify,199s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0v1x6rN6JHRapa03JElljE
Machinehead,Bush,"Sixteen Stone (Remastered)",QM7YK1400009,spotify,256s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6dJODklApmve5IzgKWUqV2
Convoy,"C.W. McCall","C.W. McCall's Greatest Hits",USPR37500034,spotify,231s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6dGWq08LXuIw6T2oUeHECh
"The Distance",CAKE,"Fashion Nugget",USCA19686701,spotify,180s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0fsz7tJ7UKXT9hliLfO7aE
"Short Skirt / Long Jacket",CAKE,"Comfort Eagle",USSM10104611,spotify,204s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3OOFEF20WqtsUPcRbPY3L7
Summer,"Calvin Harris",Motion,GBARL1400296,spotify,223s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav","Funk Wav Bounces Vol.1",GBARL1700772,spotify,223s,"2021-11-24 23:07",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
"Safe And Sound","Capital Cities","In A Tidal Wave Of Mystery (Deluxe Edition)",USCA21203108,spotify,193s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6Z8R6UsFuGXGtiIxiD8ISb
Finally,"CeCe Peniston",Finally,USWWW0130034,spotify,245s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0uqvSVhGgQTIdj9G51vhvv
Surrender,"Cheap Trick","Heaven Tonight",USSM19802566,spotify,254s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2ccUQnjjNWT0rsNnsBpsCA
"I Want You to Want Me","Cheap Trick","In Color",USSM19802522,spotify,191s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1JkZg3eMQTmTn93E8Yd3UL
Believe,Cher,Believe,GBAHT9803002,spotify,239s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2goLsvvODILDzeeiT4dAoR
"Good Times - 2018 Remaster",CHIC,"The Chic Organization 1977-1979 (2018 Remaster)",USRH11803144,spotify,486s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4N3stlRuz5cBNI4J4vDJ18
"Beginnings - 2002 Remaster",Chicago,"Chicago Transit Authority",USRH10286666,spotify,474s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5cn5xzaVKSheUb4DvTwMBT
"25 or 6 to 4 - 2002 Remaster",Chicago,"Chicago II",USRH10285518,spotify,290s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7GqIDx2QVGOpd4r1fZaUUW
"Saturday in the Park - 2002 Remaster",Chicago,"Chicago V (Expanded & Remastered)",USRH10291749,spotify,236s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4OJFkrRQqol4FsPesF8eu4
"Ride Like the Wind","Christopher Cross","Christopher Cross",USWB19901342,spotify,276s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7gUMShP1l20tC0xf17Zplk
"No Particular Place To Go","Chuck Berry","St. Louis To Liverpool",USMC16419960,spotify,163s,"2021-12-21 23:00",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3qt3ybU6MScMxMKL2TYBvt
Tubthumping,Chumbawamba,Tubthumper,USUR19700175,spotify,279s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5YScXJKtefsgdskIy60N7A
"Every Teardrop Is a Waterfall",Coldplay,"Mylo Xyloto",GBAYE1101193,spotify,241s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2U8g9wVcUu9wsg6i7sFSv8
"Adventure of a Lifetime",Coldplay,"A Head Full of Dreams",GBAYE1500981,spotify,264s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M
"Speed of Sound",Coldplay,X&Y,GBAYE0500602,spotify,288s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7clUVcSOtkNWa58Gw5RfD4
Shine,"Collective Soul","Hints, Allegations & Things Left Unsaid",USAT29300016,spotify,306s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6emdJW80SbDBMuHci8PJJn
"Fantastic Voyage",Coolio,"It Takes a Thief",USTB10250055,spotify,334s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3QlTzofanSqDWywxEzGGE2
"Travelin' Band","Creedence Clearwater Revival","Cosmo's Factory (Expanded Edition)",USC4R0817628,spotify,127s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0INUNNYfsp4qr6kJdY46mY
"Down On The Corner","Creedence Clearwater Revival","Willy And The Poor Boys (Expanded Edition)",USC4R0817613,spotify,166s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2gE95JskwQ1pCACTpGe1Db
"Lookin' Out My Back Door","Creedence Clearwater Revival","Cosmo's Factory (Expanded Edition)",USC4R0817630,spotify,152s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3RTUfvRgq3pYTf7XY0FIcS
"Fortunate Son","Creedence Clearwater Revival","Willy And The Poor Boys (Expanded Edition)",USC4R0817618,spotify,141s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4BP3uh0hFLFRb5cjsgLqDh
"Karma Chameleon - Remastered 2002","Culture Club","Colour By Numbers",GBAAA0201011,spotify,253s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2wSAWEYUHkt92X4SBAPqZE
"She Bop","Cyndi Lauper","She's So Unusual",USSM18300651,spotify,229s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2FAL6hxj5Qxuj0kWOkEOsF
"Girls Just Want to Have Fun","Cyndi Lauper","She's So Unusual",USSM18300548,spotify,238s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4y1LsJpmMti1PfRQV9AWWe
"I Drove All Night","Cyndi Lauper","A Night To Remember",USSM10020723,spotify,252s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3J0AoQhAufniMrznCRJASD
"You Make My Dreams (Come True)","Daryl Hall & John Oates",Voices,USRC10301828,spotify,191s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk
"Let's Dance - 2018 Remaster","David Bowie","Let's Dance (2018 Remaster)",USJT11700482,spotify,458s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3ix6K4wZY29bCujrSznwFZ
"Yankee Rose","David Lee Roth","Eat 'Em and Smile",USWB10101440,spotify,235s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5Fh5nmTu6TEk0ze8QAU7og
"California Girls","David Lee Roth","Crazy from the Heat",USWB10102431,spotify,172s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4H3vuLX59XPqdtTpIesGyS
"You Spin Me Round (Like a Record)","Dead Or Alive",Youthquake,GBBBM8502013,spotify,200s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7uHO4AmKtyGa5v5fsElGoC
"Space Truckin'","Deep Purple","Machine Head",USWB19903565,spotify,274s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/44lAQJzaUI6hcpHEFqp2mJ
"Highway Star","Deep Purple","Machine Head",USWB19901165,spotify,369s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4gVTozEmzwAUXpwj3jEetX
"Pour Some Sugar On Me - Remastered 2017","Def Leppard","Hysteria (Super Deluxe)",GBUM71701307,spotify,267s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0PdM2a6oIjqepoEfcJo0RO
Photograph,"Def Leppard",Pyromania,GBF088300067,spotify,248s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/18URo35acNKRTHfEdjTcGn
