title;artist;album;isrc;addedDate;addedBy;duration;url
"Brand New";"Ben Rector";"Brand New";QMEMQ1500031;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;244s;https://open.spotify.com/track/07m8PuXxxv5J4qPEDq6ZkK
Drive;"Ben Rector";Magic;QZCPW1800029;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;197s;https://open.spotify.com/track/1Yqovy9hlOeV91IY3Bhcf2
"Save a Horse (Ride a Cowboy)";"Big & Rich";"Horse of a Different Color";USWB10302758;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;200s;https://open.spotify.com/track/5s7m2xNZWgz5FqVSIvJcGA
"In A Big Country";"Big Country";"The Crossing";GBF088300765;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;284s;https://open.spotify.com/track/1tAFvq63jO3n9WaDCZPJNh
"Lovely Day";"Bill Withers";Menagerie;USSM10207844;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;255s;https://open.spotify.com/track/0bRXwKfigvpKZUurwqAlEh
"Rebel Yell";"Billy Idol";"Rebel Yell";USCH38400024;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;289s;https://open.spotify.com/track/4TIJ7zSBNejpoIPaWpWRKc
"White Wedding - Pt. 1";"Billy Idol";"Billy Idol";USCH30100008;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;252s;https://open.spotify.com/track/1gzIbdFnGJ226LTl0Cn2SX
"Dancing with Myself - 2001 Remaster";"Billy Idol, Generation X";Anthology;GBAYK0100065;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;227s;https://open.spotify.com/track/7fJnj6rso7N95oztvsxrWD
"I Go to Extremes";"Billy Joel";"Storm Front";USSM18900214;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;263s;https://open.spotify.com/track/16LYB0chkPiblx33djiNTt
"It's Still Rock and Roll to Me";"Billy Joel";"Glass Houses";USSM18000211;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;176s;https://open.spotify.com/track/64UioB4Nmwgn2f4cbIpAkl
"Only the Good Die Young";"Billy Joel";"The Stranger (Legacy Edition)";USSM17700374;"2021-11-24 23:07";sj1bdpnkh9q3knr3ss718da1d;236s;https://open.spotify.com/track/1xOXXYh6lTW8laxlW7JP2J
"Uptown Girl";"Billy Joel";"An Innocent Man";USSM18300270;"2021-11-09 02:15";sj1bdpnkh9q3knr3ss718da1d;198s;https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh
"We Didn't Start the Fire";"Billy Joel";"Storm Front";USSM18900217;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;288s;https://open.spotify.com/track/3Cx4yrFaX8CeHwBMReOWXI
"Get Outta My Dreams, Get Into My Car";"Billy Ocean";"The Very Best of Billy Ocean";GBAHK9700111;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;284s;https://open.spotify.com/track/2D4D3hiOf5U0W6SvJoCQph
"Everybody Everybody";"Black Box";Dreamland;GBCMX0609003;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;247s;https://open.spotify.com/track/6wBMTv8yTiNh50fqTkT0JC
"I Gotta Feeling";"Black Eyed Peas";"THE E.N.D. (THE ENERGY NEVER DIES)";USUM70965169;"2021-12-21 23:00";sj1bdpnkh9q3knr3ss718da1d;289s;https://open.spotify.com/track/4vp2J1l5RD4gMZwGFLfRAu
"Paranoid - 2012 - Remaster";"Black Sabbath";"Paranoid (Remaster)";USWB11304628;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;168s;https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc
"No Rain";"Blind Melon";"Blind Melon";USCA29200194;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;217s;https://open.spotify.com/track/6txWz9UapYHVxEd7dDIHXT
"Heart Of Glass - Special Mix";Blondie;"Best Of Blondie";USCH39600074;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;276s;https://open.spotify.com/track/0a4agFmqHXxcZl1nho1BxM
"One Way Or Another";Blondie;"Parallel Lines";USCH38500014;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;217s;https://open.spotify.com/track/59CLe8stbcx4XYBWdsfbwK
Rapture;Blondie;"Greatest Hits: Blondie";USCH38700028;"2021-11-09 02:15";sj1bdpnkh9q3knr3ss718da1d;299s;https://open.spotify.com/track/6F2vo4sxRNQ58VYe3pdiaL
"Burnin' for You";"Blue Öyster Cult";"Fire of Unknown Origin";USSM10017652;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;271s;https://open.spotify.com/track/3fkPMWQ6cBNBLuFcPyMS8s
"(Don't Fear) The Reaper";"Blue Öyster Cult";"Agents Of Fortune";USSM17600477;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;308s;https://open.spotify.com/track/5QTxFnGygVM4jFQiBovmRo
Run-Around;"Blues Traveler";Four;USAM19400296;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;280s;https://open.spotify.com/track/500Tkm3vJmVtdUwdCVxCTb
"Song 2 - 2012 Remaster";Blur;"Blur (Special Edition)";GBAYE1200348;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;121s;https://open.spotify.com/track/1FTSo4v6BOZH9QxKc3MbVM
"Old Time Rock & Roll";"Bob Seger";"Stranger In Town";USCA28600270;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;194s;https://open.spotify.com/track/5EOoMWIB9iK4ZpcSex9Ec7
"Rock And Roll Never Forgets";"Bob Seger";"Night Moves";USCA28600368;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;232s;https://open.spotify.com/track/4cVRPrhh7mTVejhx73qA6U
Shakedown;"Bob Seger";"Greatest Hits 2";USCA20300669;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;242s;https://open.spotify.com/track/303oOLP2Jf6M4rke52qItM
"My Prerogative";"Bobby Brown";"Don't Be Cruel";USMC18825732;"2021-11-09 02:15";sj1bdpnkh9q3knr3ss718da1d;292s;https://open.spotify.com/track/0v9kGNjkKdQUdDoBIuiph4
"Bad Medicine";"Bon Jovi";"New Jersey (Deluxe Edition)";USPR39402228;"2022-01-14 04:43";sj1bdpnkh9q3knr3ss718da1d;317s;https://open.spotify.com/track/72hcFp4tYkd3dbNA9dZ3Pv
"Livin' On A Prayer";"Bon Jovi";"Slippery When Wet";USPR38619998;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;249s;https://open.spotify.com/track/37ZJ0p5Jm13JPevGcx4SkF
"Raise Your Hands";"Bon Jovi";"Slippery When Wet";USMR18689019;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;257s;https://open.spotify.com/track/7oJXOVieUvG8e9HDRhZGPK
Runaway;"Bon Jovi";"Bon Jovi";USPR39402231;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;231s;https://open.spotify.com/track/0X1sqQ652p1sceKM2nJlIJ
"You Give Love A Bad Name";"Bon Jovi";"Slippery When Wet";USPR39402224;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;223s;https://open.spotify.com/track/0rmGAIH9LNJewFw7nKzZnc
"Holding Out for a Hero - From ""Footloose"" Soundtrack";"Bonnie Tyler";"Secret Dreams and Forbidden Fire";USSM18300449;"2021-06-24 00:51";sj1bdpnkh9q3knr3ss718da1d;348s;https://open.spotify.com/track/5Hyr47BBGpvOfcykSCcaw9
"Green Onions";"Booker T. & the M.G.'s";"Green Onions";USAT20000736;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;176s;https://open.spotify.com/track/4fQMGlCawbTkH9yPPZ49kP
"Don't Look Back";Boston;"Don't Look Back";USSM10002502;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;360s;https://open.spotify.com/track/4QySZtWymRGNgrwxZOODKF
"Foreplay / Long Time";Boston;Boston;USSM17600873;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;468s;https://open.spotify.com/track/39C5FuZ8C8M0QI8CrMsPkR
"More Than a Feeling";Boston;Boston;USSM17600941;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;285s;https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF
Motownphilly;"Boyz II Men";"The Best Of Boyz II Men 20th Century Masters The Millennium Collection";USMO19190022;"2021-09-24 01:33";sj1bdpnkh9q3knr3ss718da1d;235s;https://open.spotify.com/track/4wDSLkTUIpRsn3UbCzW9wV
"Ain't Goin' Down (Til the Sun Comes Up)";"Brooks Jefferson";"Strummin' On Garth";uscgj1501680;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;271s;https://open.spotify.com/track/5zkaDGUM3xx5PnzfUbY4jY
"Friends in Low Places";"Brooks Jefferson";"Strummin' On Garth";uscgj1501668;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;259s;https://open.spotify.com/track/4OMj5QWwvYSUs9O0hsymts
"Dead Man's Curve";"Brothers Osborne";"Dead Man's Curve";USUM72012183;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;141s;https://open.spotify.com/track/2aqxy0ZkmLeAJJMt4jGim5
"Born in the U.S.A.";"Bruce Springsteen";"Born In The U.S.A.";USSM18400406;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;279s;https://open.spotify.com/track/0dOg1ySSI7NkpAe89Zo0b9
"Born to Run";"Bruce Springsteen";"Born To Run";USSM17500423;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;270s;https://open.spotify.com/track/6hTcuIQa0sxrrByu9wTD7s
"Glory Days";"Bruce Springsteen";"Born In The U.S.A.";USSM18400415;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;255s;https://open.spotify.com/track/2Y90nL1ohB4sgYELDs7uNx
"Pink Cadillac - Single B-Side - 1984";"Bruce Springsteen";Tracks;USSM18300380;"2021-11-09 02:15";sj1bdpnkh9q3knr3ss718da1d;213s;https://open.spotify.com/track/3zG1YiTu53KCt8W56psgs2
"Santa Claus Is Coming To Town";"Bruce Springsteen";"NOW That's What I Call Merry Christmas";USSM17500461;"2021-12-21 23:00";sj1bdpnkh9q3knr3ss718da1d;266s;https://open.spotify.com/track/201Ip0l0Y8ck89VUEFbDgc
"Thunder Road";"Bruce Springsteen";"Born To Run";USSM19904335;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;289s;https://open.spotify.com/track/56lhDZNQ5J47aog6mGKeGk
"24K Magic";"Bruno Mars";"24K Magic";USAT21602944;"2022-01-14 04:43";sj1bdpnkh9q3knr3ss718da1d;226s;https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
"Locked out of Heaven";"Bruno Mars";"Unorthodox Jukebox";USAT21203287;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;233s;https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh
"Summer Of '69";"Bryan Adams";"Reckless (30th Anniversary / Deluxe Edition)";USAM18490006;"2021-06-01 18:49";sj1bdpnkh9q3knr3ss718da1d;216s;https://open.spotify.com/track/0GONea6G2XdnHWjNZd6zt3
"A Holly Jolly Christmas - Single Version";"Burl Ives";"Have A Holly Jolly Christmas";USMC16414508;"2021-12-21 23:00";sj1bdpnkh9q3knr3ss718da1d;136s;https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
Machinehead;Bush;"Sixteen Stone (Remastered)";QM7YK1400009;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;256s;https://open.spotify.com/track/6dJODklApmve5IzgKWUqV2
"Short Skirt / Long Jacket";CAKE;"Comfort Eagle";USSM10104611;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;204s;https://open.spotify.com/track/3OOFEF20WqtsUPcRbPY3L7
"The Distance";CAKE;"Fashion Nugget";USCA19686701;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;180s;https://open.spotify.com/track/0fsz7tJ7UKXT9hliLfO7aE
"Good Times - 2018 Remaster";CHIC;"The Chic Organization 1977-1979 (2018 Remaster)";USRH11803144;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;486s;https://open.spotify.com/track/4N3stlRuz5cBNI4J4vDJ18
Convoy;"C.W. McCall";"C.W. McCall's Greatest Hits";USPR37500034;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;231s;https://open.spotify.com/track/6dGWq08LXuIw6T2oUeHECh
"Short Skirt / Long Jacket";Cake;"Comfort Eagle";USSM10104611;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;204s;https://open.spotify.com/track/3OOFEF20WqtsUPcRbPY3L7
"The Distance";Cake;"Fashion Nugget";USCA19686701;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;180s;https://open.spotify.com/track/0fsz7tJ7UKXT9hliLfO7aE
"Feel So Close - Radio Edit";"Calvin Harris";"18 Months";GBARL1100748;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;206s;https://open.spotify.com/track/1gihuPhrLraKYrJMAEONyc
Summer;"Calvin Harris";Motion;GBARL1400296;"2022-05-30 00:15";sj1bdpnkh9q3knr3ss718da1d;223s;https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)";"Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav";"Funk Wav Bounces Vol.1";GBARL1700772;"2021-11-24 23:07";sj1bdpnkh9q3knr3ss718da1d;223s;https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
"Safe And Sound";"Capital Cities";"In A Tidal Wave Of Mystery (Deluxe Edition)";USCA21203108;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;193s;https://open.spotify.com/track/6Z8R6UsFuGXGtiIxiD8ISb
Finally;"CeCe Peniston";Finally;USWWW0130034;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;245s;https://open.spotify.com/track/0uqvSVhGgQTIdj9G51vhvv
"Forget You";"CeeLo Green";"The Lady Killer";USAT21001778;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;223s;https://open.spotify.com/track/7AqISujIaWcY3h5zrOqt5v
"I Want You For Christmas";"Cheap Trick";"A Very Special Christmas 25th Anniversary";QMLUW0900004;"2021-12-21 23:00";sj1bdpnkh9q3knr3ss718da1d;246s;https://open.spotify.com/track/4kxZBlUjeoCRngzvfEicDF
Surrender;"Cheap Trick";"Heaven Tonight";USSM19802566;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;254s;https://open.spotify.com/track/2ccUQnjjNWT0rsNnsBpsCA
Believe;Cher;Believe;GBAHT9803002;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;239s;https://open.spotify.com/track/2goLsvvODILDzeeiT4dAoR
"25 or 6 to 4 - 2002 Remaster";Chicago;"Chicago II";USRH10285518;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;290s;https://open.spotify.com/track/7GqIDx2QVGOpd4r1fZaUUW
"Beginnings - 2002 Remaster";Chicago;"Chicago Transit Authority";USRH10286666;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;474s;https://open.spotify.com/track/5cn5xzaVKSheUb4DvTwMBT
"Make Me Smile (Single Version) - 2002 Remaster";Chicago;"Chicago II";USRH10286737;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;179s;https://open.spotify.com/track/14vDlv40PzpXKBo6qmht6M
"Saturday in the Park - 2002 Remaster";Chicago;"Chicago V (Expanded & Remastered)";USRH10291749;"2022-05-30 00:15";sj1bdpnkh9q3knr3ss718da1d;236s;https://open.spotify.com/track/4OJFkrRQqol4FsPesF8eu4
"Ride Like the Wind";"Christopher Cross";"Christopher Cross";USWB19901342;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;276s;https://open.spotify.com/track/7gUMShP1l20tC0xf17Zplk
"No Particular Place To Go";"Chuck Berry";"St. Louis To Liverpool";USMC16419960;"2021-12-21 23:00";sj1bdpnkh9q3knr3ss718da1d;163s;https://open.spotify.com/track/3qt3ybU6MScMxMKL2TYBvt
"Run Rudolph Run - Single Version";"Chuck Berry";"Rock 'N' Roll Rarities";USMC15819663;"2021-12-21 23:00";sj1bdpnkh9q3knr3ss718da1d;166s;https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ
Tubthumping;Chumbawamba;Tubthumper;USUR19700175;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;279s;https://open.spotify.com/track/5YScXJKtefsgdskIy60N7A
"Adventure of a Lifetime";Coldplay;"A Head Full of Dreams";GBAYE1500981;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;264s;https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M
"Every Teardrop Is a Waterfall";Coldplay;"Mylo Xyloto";GBAYE1101193;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;241s;https://open.spotify.com/track/2U8g9wVcUu9wsg6i7sFSv8
"Higher Power";Coldplay;"Higher Power";GBAYE2100379;"2021-05-15 05:29";sj1bdpnkh9q3knr3ss718da1d;211s;https://open.spotify.com/track/0939D7aT18uBDS2MTjWzct
"Speed of Sound";Coldplay;X&Y;GBAYE0500602;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;288s;https://open.spotify.com/track/7clUVcSOtkNWa58Gw5RfD4
Shine;"Collective Soul";"Hints, Allegations & Things Left Unsaid";USAT29300016;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;306s;https://open.spotify.com/track/6emdJW80SbDBMuHci8PJJn
"Fantastic Voyage";Coolio;"It Takes a Thief";USTB10250055;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;334s;https://open.spotify.com/track/3QlTzofanSqDWywxEzGGE2
"Down On The Corner";"Creedence Clearwater Revival";"Willy And The Poor Boys (Expanded Edition)";USC4R0817613;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;166s;https://open.spotify.com/track/2gE95JskwQ1pCACTpGe1Db
"Fortunate Son";"Creedence Clearwater Revival";"Willy And The Poor Boys (Expanded Edition)";USC4R0817618;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;141s;https://open.spotify.com/track/4BP3uh0hFLFRb5cjsgLqDh
"Lookin' Out My Back Door";"Creedence Clearwater Revival";"Cosmo's Factory (Expanded Edition)";USC4R0817630;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;152s;https://open.spotify.com/track/3RTUfvRgq3pYTf7XY0FIcS
"Travelin' Band";"Creedence Clearwater Revival";"Cosmo's Factory (Expanded Edition)";USC4R0817628;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;127s;https://open.spotify.com/track/0INUNNYfsp4qr6kJdY46mY
"Suite: Judy Blue Eyes";"Crosby, Stills, Nash & Young";"So Far";USAT20901715;"2021-04-15 03:33";sj1bdpnkh9q3knr3ss718da1d;445s;https://open.spotify.com/track/6JYPtlf8twuCTnjCCqFT5X
