title,artist,album,isrc,platform,duration,addedDate,addedBy,url
"This Is a Call";"Foo Fighters";"Foo Fighters";USRW29500014;"2021-07-07 20:23";sj1bdpnkh9q3knr3ss718da1d;233s;https://open.spotify.com/track/2wO8aOvN1ogLy1N8XT1WJE
"Times Like These";"Foo Fighters";"One By One (Expanded Edition)";USRW30200005;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;266s;https://open.spotify.com/track/67vYdAAM3oGsEImCRfbtsF
"Waiting On A War";"Foo Fighters";"Waiting On A War";USRW32000010;"2022-04-05 07:40";sj1bdpnkh9q3knr3ss718da1d;254s;https://open.spotify.com/track/3NUmUIyzNLBp8bCFMH8Mif
Walk;"Foo Fighters";"Wasting Light";USRW31100002;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;256s;https://open.spotify.com/track/76Je5Wklky23mVoxiRszcN
"Broken Jaw";"Foster The People";"Broken Jaw";USSM11101709;"2021-08-10 20:00";sj1bdpnkh9q3knr3ss718da1d;336s;https://open.spotify.com/track/2orevTDqIxS6wmMECnKYAH
"Coming of Age";"Foster The People";Supermodel;USSM11305799;"2021-05-08 01:56";sj1bdpnkh9q3knr3ss718da1d;280s;https://open.spotify.com/track/1yzbqrSF0vuaO7nuKYSd6f
"Don't Stop (Color on the Walls)";"Foster The People";Torches;USSM11101701;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;175s;https://open.spotify.com/track/4HRa9ZWcmZ8JD7UySPu0wT
"Helena Beat";"Foster The People";Torches;USSM11005693;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;276s;https://open.spotify.com/track/4VbDJMkAX3dWNBdn3KH6Wx
Houdini;"Foster The People";Torches;USSM11005694;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;202s;https://open.spotify.com/track/5Fli1xRi01bvCjsZvKWro0
"Pumped Up Kicks";"Foster The People";Torches;USSM11002931;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;240s;https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT
"Sit Next to Me";"Foster The People";"Sacred Hearts Club";USSM11704909;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;243s;https://open.spotify.com/track/4BdGO1CaObRD4La9l5Zanz
"Worst Nites";"Foster The People";"Pick U Up";USSM11807750;"2022-05-30 00:07";sj1bdpnkh9q3knr3ss718da1d;212s;https://open.spotify.com/track/1f4tvi37ABO60upCvtm5Cl
"Draw Down the Moon";Foxing;"Draw Down The Moon";USHR22114604;"2021-08-10 20:00";sj1bdpnkh9q3knr3ss718da1d;262s;https://open.spotify.com/track/3dfR4iZwOxuYldXTjzBykP
"We Can't Be Tamed";"Foy Vance";"Signs of Life";GBAHS2100309;"2021-09-18 19:02";sj1bdpnkh9q3knr3ss718da1d;184s;https://open.spotify.com/track/2GygOAZfu7hG7WULOP0bCq
"Go Get a Tattoo (feat. Lynks)";"Frank Carter & The Rattlesnakes, Lynks";"Go Get a Tattoo (feat. Lynks)";GBKPL2154476;"2021-08-20 19:44";sj1bdpnkh9q3knr3ss718da1d;159s;https://open.spotify.com/track/6jlelDSfxfbXHcvecHirda
"Billy Goodbye";"Franz Ferdinand";"Billy Goodbye";GBCEL2100536;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;221s;https://open.spotify.com/track/19ZBncpk43fACvzKeqZIib
"Take Me Out";"Franz Ferdinand";"Franz Ferdinand";USSM10402947;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;237s;https://open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM
"Push Start (with Coi Leray feat. 42 Dugg)";"French Montana, Coi Leray, 42 Dugg";"They Got Amnesia";USSM12107779;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;185s;https://open.spotify.com/track/5DnubkVCDDFfcejkhtnM79
Emily;"From First To Last";"Dear Diary, My Teen Angst Has A Body Count";USEP40406106;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;159s;https://open.spotify.com/track/15n4p6R6Tuht5KAgK3g3IX
"Note to Self";"From First To Last";"Dear Diary, My Teen Angst Has A Body Count";USEP40406103;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;234s;https://open.spotify.com/track/7hZ1JuwJm4hZsS8IHnKDt3
Shimmer;Fuel;Sunburn;USSM19702935;2021-05-23 19:32;sj1bdpnkh9q3knr3ss718da1d;214s;https://open.spotify.com/track/74KI6d8jEM2zwOAo3luayU
"Call It A Win";Fuller;"Call It A Win";QZFZ72261096;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;213s;https://open.spotify.com/track/3GfiYCBk0oAFnWQJ57YVdB
"Seasons (Waiting on You)";"Future Islands";Singles;GBAFL1300206;"2021-09-08 23:40";sj1bdpnkh9q3knr3ss718da1d;226s;https://open.spotify.com/track/522YBf6WqBwJVAe7oHLymu
"orange peel";GAYLE;"orange peel";USAT22004103;"2022-01-20 22:28";sj1bdpnkh9q3knr3ss718da1d;216s;https://open.spotify.com/track/3VfyTLjiVj04qYTVGhh0yO
"ur just horny";GAYLE;"ur just horny";USAT22108510;"2022-01-20 22:28";sj1bdpnkh9q3knr3ss718da1d;178s;https://open.spotify.com/track/02gGfhPHk5NuN0mgbKpU4Y
"abcdefu (feat. Royal & the Serpent)";"GAYLE, Royal & the Serpent";"abcdefu (feat. Royal & the Serpent)";USAT22107482;"2021-12-06 23:36";sj1bdpnkh9q3knr3ss718da1d;169s;https://open.spotify.com/track/3xSyUXUkSiBLsJNpPpG4v1
"in the wake of your leave";"Gang of Youths";"in the wake of your leave";GBAHT2101029;"2022-01-14 04:35";sj1bdpnkh9q3knr3ss718da1d;244s;https://open.spotify.com/track/4vjB69VckVUeu0GzAxoZRm
"the angel of 8th ave.";"Gang of Youths";"the angel of 8th ave.";GBAHT2100406;"2021-06-17 19:13";sj1bdpnkh9q3knr3ss718da1d;239s;https://open.spotify.com/track/4QMSoa7Fh3y4kmMNuBtOgt
"No Gods No Masters";Garbage;"No Gods No Masters";GB5KW2003877;"2021-06-24 00:47";sj1bdpnkh9q3knr3ss718da1d;271s;https://open.spotify.com/track/56Fv0B4phzb9VxOdC4aczt
"I Was A Tunnel";Generationals;"I Was A Tunnel";US3R42145601;"2021-12-06 23:36";sj1bdpnkh9q3knr3ss718da1d;222s;https://open.spotify.com/track/2zQaGCGjNaSZOIqKDU6d6V
"Gold Chains";"Genesis Owusu";"Smiling with No Teeth";FR26V2053113;"2021-07-15 01:58";sj1bdpnkh9q3knr3ss718da1d;218s;https://open.spotify.com/track/07yIuXSdR31mHU6aR40pcV
Budapest;"George Ezra";"Wanted on Voyage";GBARL1400477;"2022-06-06 19:02";sj1bdpnkh9q3knr3ss718da1d;201s;https://open.spotify.com/track/7q0aQpiLv5tIsupcgQ3Ny4
"Black Mambo";"Glass Animals";ZABA;GBUM71303835;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;249s;https://open.spotify.com/track/63OC8cNa4ZnFB3bbvbWCOc
Gooey;"Glass Animals";ZABA;GBUM71400655;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;289s;https://open.spotify.com/track/1gk3FhAV07q9Jg77UxnVjX
"Heat Waves";"Glass Animals";"Heat Waves";GBUM72000433;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;239s;https://open.spotify.com/track/6CDzDgIUqeDY5g8ujExx2f
"I Don't Wanna Talk (I Just Wanna Dance)";"Glass Animals";"Dreamland (+ Bonus Levels)";GBUM72105458;"2021-09-18 19:02";sj1bdpnkh9q3knr3ss718da1d;195s;https://open.spotify.com/track/6IbCvfmmICEEAyDwQ9zcbt
"Space Ghost Coast To Coast";"Glass Animals";Dreamland;GBUM72000432;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;187s;https://open.spotify.com/track/0RZLmpEzGR2NHite6rvS5H
Tangerine;"Glass Animals";Dreamland;GBUM72000428;"2021-10-22 00:14";sj1bdpnkh9q3knr3ss718da1d;201s;https://open.spotify.com/track/40rOlDoGejXXF4B0BYsjx8
"Your Love (Déjà Vu)";"Glass Animals";"Your Love (Déjà Vu)";GBUM71905661;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;234s;https://open.spotify.com/track/5DYD4zlGiFlkpLaf2Bk8Vl
Youth;"Glass Animals";"How To Be A Human Being";GB2DY1600029;"2021-10-22 00:14";sj1bdpnkh9q3knr3ss718da1d;231s;https://open.spotify.com/track/1LPGwuFgIzbJoShfDdw7MY
"Tokyo Drifting";"Glass Animals, Denzel Curry";Dreamland;GBUM71905642;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;217s;https://open.spotify.com/track/2MA6YoaFF7fnWqkuOAWjUg
"Tokyo Drifting (with Denzel Curry)";"Glass Animals, Denzel Curry";"Tokyo Drifting";GBUM71905642;"2022-06-29 23:37";sj1bdpnkh9q3knr3ss718da1d;218s;https://open.spotify.com/track/3AHqaOkEFKZ6zEHdiplIv7
"Lady Lightyear";Goldpark;"Lady Lightyear";USQX92201578;"2022-05-30 00:07";sj1bdpnkh9q3knr3ss718da1d;199s;https://open.spotify.com/track/7rw1KkDHDbw38SGuZO31Uh
"Clint Eastwood";Gorillaz;Gorillaz;GBAYE0001408;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;341s;https://open.spotify.com/track/7yMiX7n9SBvadzox8T5jzT
"Feel Good Inc.";Gorillaz;"Demon Days";GBAYE0500172;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;223s;https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT
"Jimmy Jimmy (feat. AJ Tracey)";"Gorillaz, AJ Tracey";"Meanwhile EP";GBAYE2101055;"2021-09-08 23:40";sj1bdpnkh9q3knr3ss718da1d;183s;https://open.spotify.com/track/4Iv2jOCKQakC3YWhijrRKK
"Humility (feat. George Benson)";"Gorillaz, George Benson";"The Now Now";GBAYE1800407;"2021-07-07 20:23";sj1bdpnkh9q3knr3ss718da1d;198s;https://open.spotify.com/track/3NeiYiBn3rQBgurfVk92Zm
"Cracker Island (feat. Thundercat)";"Gorillaz, Thundercat";"Cracker Island (feat. Thundercat)";GBAYE1901301;"2022-06-29 23:37";sj1bdpnkh9q3knr3ss718da1d;214s;https://open.spotify.com/track/2W3ZpQg9i6lE6kmHbcdu9N
"Running Around";"Goth Babe";"Running Around";TCAGA2210585;"2022-02-08 02:02";sj1bdpnkh9q3knr3ss718da1d;269s;https://open.spotify.com/track/35DHCZvQcy8PIM0eJmVS1X
"Taking Over The Sun";"Goth Babe";"Taking Over The Sun";TCAGE2298595;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;229s;https://open.spotify.com/track/0Ac5WPWNBr4p3xcllMMIbN
Encinitas;"Goth Babe, Louis The Child";Encinitas;TCAFQ2100849;"2021-06-24 00:47";sj1bdpnkh9q3knr3ss718da1d;172s;https://open.spotify.com/track/4tO2Ol08xzay6zcfhDKpuN
"Somebody That I Used To Know";"Gotye, Kimbra";"Making Mirrors";AUZS21100040;"2022-01-14 04:35";sj1bdpnkh9q3knr3ss718da1d;245s;https://open.spotify.com/track/4wCmqSrbyCgxEXROQE6vtV
"Somebody That I Used To Know - Tiësto Remix";"Gotye, Kimbra, Tiësto";"Somebody That I Used To Know (Tiësto Remix)";AUZS21200072;"2021-12-06 23:36";sj1bdpnkh9q3knr3ss718da1d;273s;https://open.spotify.com/track/0RtMRbaqeadQFvlYxcAczv
Tryst;"Grace Mitchell";Tryst;QM24S2103462;"2021-08-10 20:00";sj1bdpnkh9q3knr3ss718da1d;220s;https://open.spotify.com/track/57s5Ps6W311MTKxaLVSCP8
"The Idea of You";"Grady, lovelytheband";"The Idea of You";QM6N22192743;"2021-07-01 19:12";sj1bdpnkh9q3knr3ss718da1d;178s;https://open.spotify.com/track/2q0wGZoUjHbnQsmd3J3lQf
"American Idiot";"Green Day";"American Idiot";USRE10400888;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;176s;https://open.spotify.com/track/6nTiIhLmQ3FWhvrGafw2zj
Pollyanna;Green Day;Pollyanna;ZZOPM2105817;2021-05-23 19:32;sj1bdpnkh9q3knr3ss718da1d;195s;https://open.spotify.com/track/4b2h4jQxgHpiWuLH8rp8Vu
"Still Breathing";"Green Day";"Revolution Radio";USRE11600432;"2021-07-01 19:12";sj1bdpnkh9q3knr3ss718da1d;225s;https://open.spotify.com/track/19YmvsVCetCBeVj6O2mljR
"Two Weeks";"Grizzly Bear";Veckatimest;GBBPW0900065;"2022-07-14 00:26";sj1bdpnkh9q3knr3ss718da1d;243s;https://open.spotify.com/track/0iTpQYzJnYgh7kIxyq8A2O
Colours;Grouplove;"Never Trust a Happy Song";USAT21101340;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;258s;https://open.spotify.com/track/6gSKswfcoWvaadqvuMF3Y7
Deleter;Grouplove;Deleter;USAT21906910;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;234s;https://open.spotify.com/track/1r8e3HtZOP65v2uiWd17dF
"Oxygen Swimming";Grouplove;"This Is This";USAT22100068;"2021-07-07 20:23";sj1bdpnkh9q3knr3ss718da1d;213s;https://open.spotify.com/track/52A6XdRArnHVQn2J8RTdAk
"Tongue Tied";Grouplove;"Never Trust a Happy Song";USAT21101334;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;218s;https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
"Ways to Go";Grouplove;"Spreading Rumours";USAT21301328;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;216s;https://open.spotify.com/track/57nNNkgk768QVXq3uHxu5e
Bluebird;"Gus Dapperton";Bluebird;GBKPL2004071;"2022-01-03 20:08";sj1bdpnkh9q3knr3ss718da1d;228s;https://open.spotify.com/track/4yJXtHBwT2BTcmAh3h3ZgU
"I'm Just Snacking";"Gus Dapperton";"I'm Just Snacking";USHM21770140;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;198s;https://open.spotify.com/track/6413UUgINHbZsCJeJBFlmT
Medicine;"Gus Dapperton";Orca;GBKPL2004076;"2022-01-03 20:08";sj1bdpnkh9q3knr3ss718da1d;241s;https://open.spotify.com/track/7lLtAjBc4Fkaw0FkBQWlSX
"Post Humorous";"Gus Dapperton";"Post Humorous";GBKPL2003839;"2022-06-06 19:02";sj1bdpnkh9q3knr3ss718da1d;280s;https://open.spotify.com/track/59BJgnWKzFnh5TGkhHfmod
"Lost Track";HAIM;"Lost Track";GBUM72200920;"2022-03-10 20:53";sj1bdpnkh9q3knr3ss718da1d;142s;https://open.spotify.com/track/3dxgq3THNqGk6Mv5ZZ7yXY
"The Wire";HAIM;"Days Are Gone";USSM11304478;"2022-05-09 06:09";sj1bdpnkh9q3knr3ss718da1d;245s;https://open.spotify.com/track/6golelYKuy85o3u0cxIxFK
"OK OK";HOKO;"OK OK";QZD5H2000157;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;138s;https://open.spotify.com/track/0UCSqy0XuSN3FUITKjtljZ
Loser;HUNNY;Loser;USEP42213002;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;186s;https://open.spotify.com/track/6WkRlNw5zd50xqm4Kd1mp5
Xbox Luvr;HUNNY;Xbox Luvr;USEP42120002;2021-06-09 18:34;sj1bdpnkh9q3knr3ss718da1d;177s;https://open.spotify.com/track/23FuLOumEHvyswN9fp6Owy
Alone;Halsey;"hopeless fountain kingdom (Deluxe)";USUM71702215;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;206s;https://open.spotify.com/track/2Te14aSrBgFj1CE2sBBVMX
"Bad At Love";Halsey;"hopeless fountain kingdom (Deluxe)";USUM71702220;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;181s;https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
Ghost;Halsey;"BADLANDS (Deluxe)";USUM71502622;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;154s;https://open.spotify.com/track/5dcYoYFAXh0f0qI05AoufB
"Without Me";Halsey;Manic;USUM71813499;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;202s;https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
"You asked for this";Halsey;"If I Can’t Have Love, I Want Power";USUM72106128;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;266s;https://open.spotify.com/track/1JbS3r3gT4pK5qWBEShIJU
"As It Was";"Harry Styles";"As It Was";USSM12200612;"2022-04-12 07:54";sj1bdpnkh9q3knr3ss718da1d;167s;https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7
"52 Slices of American Cheese";"Hate Socialist Collective";"Thrillhouse! (random_repeat_∞)";GBKPL2175115;"2022-02-14 19:35";sj1bdpnkh9q3knr3ss718da1d;33s;https://open.spotify.com/track/3ZTmMn30Hy1tDbRLwv6eiD
"Niki Fm";"Hawthorne Heights";"The Silence In Black and White - Re-Issue";USVIC0525003;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;240s;https://open.spotify.com/track/0AySNcxAWo6RKotzZgvm96
"Ohio Is for Lovers";"Hawthorne Heights";"The Silence In Black and White - Re-Issue";USVIC0525008;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;244s;https://open.spotify.com/track/6QfnvcOKsdN4Q6exUWVuzn
"Saying Sorry";"Hawthorne Heights";"If Only You Were Lonely";USVIC0626505;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;188s;https://open.spotify.com/track/0ZFUn5dFxuN3Um8y6ubX93
Simmer;"Hayley Williams";Simmer;USAT22000079;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;266s;https://open.spotify.com/track/4O2XaXdnpyUPj90lNq1bIR
"Beating Heart Baby";"Head Automatica";Decadence;USWB10402194;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;204s;https://open.spotify.com/track/24efdUt3KGbZ6wnBLp6j2n
"Brooklyn Is Burning";"Head Automatica";Decadence;USWB10400452;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;235s;https://open.spotify.com/track/0pufN3jW0d6cQK9R9wtiKo
"Close to Me";Hembree;"Close to Me";GX53U2009437;"2022-01-20 22:28";sj1bdpnkh9q3knr3ss718da1d;205s;https://open.spotify.com/track/4ljBwPtTOIchZiibVJXrks
"It's a Dream!";Hembree;"It's a Dream!";GX53U2001975;"2021-11-12 06:42";sj1bdpnkh9q3knr3ss718da1d;178s;https://open.spotify.com/track/4YO8KSBRQb20Msl26sKsLv
"Reach Out";Hembree;"Reach Out";QMEZE1948739;"2021-07-26 19:46";sj1bdpnkh9q3knr3ss718da1d;181s;https://open.spotify.com/track/1J8hzisGJohDGZH6zvNoSi
"Operators (feat. Bodye)";"Hembree, Bodye";"Operators (feat. Bodye)";GX3Q92173040;"2021-09-24 01:20";sj1bdpnkh9q3knr3ss718da1d;271s;https://open.spotify.com/track/2C1YzfXabCc1LJxWH7EN2I
Dandy;"Herman's Hermits";"Herman's Hermits Retrospective";USA176690080;"2021-09-18 19:02";sj1bdpnkh9q3knr3ss718da1d;122s;https://open.spotify.com/track/6PaoF0aLOd9XVaD4NUS1Ta
"Might Find Love";"Hero The Band, Audio Chateau";"Might Find Love";QM4TW2226295;"2022-05-30 00:07";sj1bdpnkh9q3knr3ss718da1d;201s;https://open.spotify.com/track/3ygBWDtkVCCoeTQUstWbsT
Little One;Highly Suspect;The Boy Who Died Wolf;QMCE31600721;2021-06-17 19:13;sj1bdpnkh9q3knr3ss718da1d;242s;https://open.spotify.com/track/5y1jgbDNgTfxoWXv3FhH2Q
"Natural Born Killer";"Highly Suspect";"Natural Born Killer/Pink Lullabye";QMCE32200218;"2022-07-14 00:26";sj1bdpnkh9q3knr3ss718da1d;196s;https://open.spotify.com/track/78wMThFTNKThsWq19o0F1H
"Ride or Die";"Hippo Campus";"Ride or Die";QM5BK1900475;"2022-01-14 04:35";sj1bdpnkh9q3knr3ss718da1d;211s;https://open.spotify.com/track/22uD6yBefgzRTLrohe4IZs
"Deep End";"Holly Humberstone";"Deep End";UKW522000001;"2022-01-03 20:08";sj1bdpnkh9q3knr3ss718da1d;172s;https://open.spotify.com/track/3DXEbjIftmPeBj638CxyJD
"Falling Asleep At The Wheel";"Holly Humberstone";"Falling Asleep At The Wheel";UKW522000002;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;203s;https://open.spotify.com/track/5rqQv5jUcg58xsi1nuZDl9
"Friendly Fire";"Holly Humberstone";"The Walls Are Way Too Thin";GBUM72102515;"2021-11-24 23:02";sj1bdpnkh9q3knr3ss718da1d;223s;https://open.spotify.com/track/1u71gNzUwTjgfYmArCUD0m
Scarlett;"Holly Humberstone";Scarlett;GBUM72102851;"2021-12-06 23:36";sj1bdpnkh9q3knr3ss718da1d;196s;https://open.spotify.com/track/61HHWViQkXFwVRYAFWmqhk
"The Walls Are Way Too Thin";"Holly Humberstone";"The Walls Are Way Too Thin";GBUM72102517;"2021-05-23 19:32";sj1bdpnkh9q3knr3ss718da1d;221s;https://open.spotify.com/track/29CDTN3TfjGr4f1yRQqAtV
"All I'd Be Is Where You Are";"Holy Hive";"Holy Hive";QZ2L62100086;"2021-10-13 22:31";sj1bdpnkh9q3knr3ss718da1d;186s;https://open.spotify.com/track/6UytVX7QiYQ7zyuEB4UcDp
Featuring Mark Hoppus;Hot Mulligan;Featuring Mark Hoppus;QZNWP2170102;2021-06-01 18:45;sj1bdpnkh9q3knr3ss718da1d;174s;https://open.spotify.com/track/1r6RgVsrQ6ccNnjrn8tb6c
"Take Me to Church";Hozier;"Hozier (Expanded Edition)";USSM11307291;"2021-07-26 19:46";sj1bdpnkh9q3knr3ss718da1d;242s;https://open.spotify.com/track/1CS7Sd1u5tWkstBhpssyjP
Choke;"I DONT KNOW HOW BUT THEY FOUND ME";Choke;TCADH1774692;"2022-06-06 19:02";sj1bdpnkh9q3knr3ss718da1d;196s;https://open.spotify.com/track/37mfTcSlX60JtAvAETytGs
"Leave Me Alone";"I DONT KNOW HOW BUT THEY FOUND ME";"Leave Me Alone";US5262023738;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;216s;https://open.spotify.com/track/0AdfjZjynCi5aVfKcaxGvW
"New Invention";"I DONT KNOW HOW BUT THEY FOUND ME";RAZZMATAZZ;US5262023739;"2021-05-23 19:32";sj1bdpnkh9q3knr3ss718da1d;192s;https://open.spotify.com/track/5vRXG939KMWdIPdLRYo9kw
"Good Things Fall Apart (with Jon Bellion)";"ILLENIUM, Jon Bellion";"Good Things Fall Apart (with Jon Bellion)";USUG11901088;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;217s;https://open.spotify.com/track/6pooRNiLyYpxZeIA5kJ5EX
"Story Of My Life (feat. Trippie Redd)";"ILLENIUM, Sueco, Trippie Redd";"Story Of My Life (feat. Trippie Redd)";USWB12105282;"2022-02-08 02:02";sj1bdpnkh9q3knr3ss718da1d;191s;https://open.spotify.com/track/1g7j5AxiNKTGjryhFIlAsA
"Wouldn’t Change A Thing";"ILLENIUM, Thirty Seconds To Mars";"Wouldn’t Change A Thing";USWB12103410;"2021-10-22 00:14";sj1bdpnkh9q3knr3ss718da1d;187s;https://open.spotify.com/track/1nxolqTzRn39brCPRk5f8v
"Paper Thin";"ILLENIUM, Tom DeLonge, Angels & Airwaves";"Paper Thin";ZZOPM2003536;"2021-08-03 22:46";sj1bdpnkh9q3knr3ss718da1d;197s;https://open.spotify.com/track/7c2IApOeLTZfrB5dVScRUP
Believer;"Imagine Dragons";Evolve;USUM71700626;"2022-02-25 20:39";sj1bdpnkh9q3knr3ss718da1d;204s;https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
Bones;"Imagine Dragons";Bones;USUM72201759;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;165s;https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
Cutthroat;"Imagine Dragons";"Follow You / Cutthroat";USUM72102980;"2021-10-22 00:14";sj1bdpnkh9q3knr3ss718da1d;170s;https://open.spotify.com/track/0n0TbMUY2xrZlvd5J6XsqO
Demons;"Imagine Dragons";"Night Visions";USUM71201071;"2022-05-30 00:07";sj1bdpnkh9q3knr3ss718da1d;175s;https://open.spotify.com/track/3LlAyCYU26dvFZBDUIMb7a
"Follow You";"Imagine Dragons";"Follow You / Cutthroat";USUM72102981;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;176s;https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
"It's Time";"Imagine Dragons";"Pop Rock Greats";USUM71200987;"2022-05-30 00:07";sj1bdpnkh9q3knr3ss718da1d;240s;https://open.spotify.com/track/3bFj9BBwSC7xjAyRLgTVlx
Natural;"Imagine Dragons";"Origins (Deluxe)";USUM71806694;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;189s;https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
Radioactive;"Imagine Dragons";"Night Visions";USUM71201074;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;187s;https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp
Thunder;"Imagine Dragons";Evolve;USUM71704167;"2022-03-10 20:53";sj1bdpnkh9q3knr3ss718da1d;187s;https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
"Whatever It Takes";"Imagine Dragons";Evolve;USUM71703515;"2022-04-05 07:40";sj1bdpnkh9q3knr3ss718da1d;201s;https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb
Wrecked;"Imagine Dragons";Wrecked;USUM72110166;"2021-07-07 20:23";sj1bdpnkh9q3knr3ss718da1d;244s;https://open.spotify.com/track/2d1MywHy6FwKdzxFuSJnwl
"Enemy (with JID) - from the series Arcane League of Legends";"Imagine Dragons, JID, Arcane, League of Legends";"Enemy (with JID) [from the series Arcane League of Legends]";USUM72119916;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;173s;https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
Dig;Incubus;"Light Grenades";USSM10604651;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;257s;https://open.spotify.com/track/5wvYib82q05wiNjLElD8GJ
"In My Sleep";Inhaler;"It Won't Always Be Like This";GBUM72100021;"2021-09-18 19:02";sj1bdpnkh9q3knr3ss718da1d;252s;https://open.spotify.com/track/6jYgoiJu5ZMw4d8ma2fkJ9
"It Won't Always Be Like This";Inhaler;"It Won't Always Be Like This";GBUM72005774;"2021-08-10 20:00";sj1bdpnkh9q3knr3ss718da1d;245s;https://open.spotify.com/track/61YcJKRn2y1si5jGc7LUIN
"These Are The Days";Inhaler;"These Are The Days";GBUM72203107;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;222s;https://open.spotify.com/track/6fyCVdU5lJT9ErO9QicFWC
"All the Rage Back Home";Interpol;"El Pintor";USMTD1404915;"2021-08-03 22:46";sj1bdpnkh9q3knr3ss718da1d;262s;https://open.spotify.com/track/30rUH583B1TFoisTeBfuA2
PDA;Interpol;"Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)";USMTD1203101;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;300s;https://open.spotify.com/track/4Jcg7RJGHyCOjvALY6NAkx
"Slow Hands";Interpol;Antics;USMTD0461605;"2021-08-29 21:33";sj1bdpnkh9q3knr3ss718da1d;184s;https://open.spotify.com/track/0mF7YNgURDkBQaxa9YRc47
