title,artist,album,isrc,platform,duration,addedDate,addedBy,url
"Rest Of My Life";"Robert DeLong, Ashe";"Walk Like Me";USYAH2100565;"2021-11-24 23:02";sj1bdpnkh9q3knr3ss718da1d;175s;https://open.spotify.com/track/1ajQGg7IqqcWqGbfGATieJ
"Favorite Color Is Blue";"Robert DeLong, K.Flay";"Favorite Color Is Blue";USYAH1700230;"2022-02-25 20:39";sj1bdpnkh9q3knr3ss718da1d;215s;https://open.spotify.com/track/70JW8fz57MjPgbudBsx8rh
"Did It To Myself (feat. Lights)";"Robert DeLong, Lights";"Did It To Myself (feat. Lights)";USYAH2100469;"2021-07-01 19:12";sj1bdpnkh9q3knr3ss718da1d;190s;https://open.spotify.com/track/5Ye012XK2vXqZyyihlqWHy
"The Box";"Roddy Ricch";"Please Excuse Me for Being Antisocial";USAT21906978;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;197s;https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
"High Fashion (feat. Mustard)";"Roddy Ricch, Mustard";"Please Excuse Me for Being Antisocial";USAT21906985;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;220s;https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
"LO$ERS (feat. Mod Sun)";"Rouxx, MOD SUN";"LO$ERS (feat. Mod Sun)";GBKPL2149207;"2021-09-24 01:20";sj1bdpnkh9q3knr3ss718da1d;163s;https://open.spotify.com/track/6r3bOCvVQUPBm4xuusfupy
"Happier in Hell";"Royal & the Serpent";"Happier in Hell";USAT22202046;"2022-04-12 07:54";sj1bdpnkh9q3knr3ss718da1d;173s;https://open.spotify.com/track/10f37GwVRBjLor95DnQuwo
Overwhelmed;"Royal & the Serpent";Overwhelmed;USAT22002973;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;159s;https://open.spotify.com/track/5jjZikDrEd0by1o7V3fO4y
overwhelmed;"Royal & the Serpent";Overwhelmed;USAT22002973;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;159s;https://open.spotify.com/track/5jjZikDrEd0by1o7V3fO4y
"CHIPS (feat. American Teeth)";"Royal & the Serpent, American Teeth";"CHIPS (feat. American Teeth)";USAT22105335;"2021-09-30 19:26";sj1bdpnkh9q3knr3ss718da1d;167s;https://open.spotify.com/track/1Sw6ZQVNo79SKZNah62003
"LUCID DREAMS";"Royal & the Serpent, Beauty School Dropout";"LUCID DREAMS";USAT22107711;"2021-12-21 22:54";sj1bdpnkh9q3knr3ss718da1d;170s;https://open.spotify.com/track/1H0XfvZWmlvc0QICpv4pwE
"Figure It Out";"Royal Blood";"Royal Blood";GBAHT1400222;"2021-09-08 23:40";sj1bdpnkh9q3knr3ss718da1d;184s;https://open.spotify.com/track/6V0A3jkb9ntudO0kmcJ1xd
"I Only Lie When I Love You";"Royal Blood";"How Did We Get So Dark?";GBAHT1700099;"2021-06-09 18:34";sj1bdpnkh9q3knr3ss718da1d;170s;https://open.spotify.com/track/1LbwMX3159t6QxG3u7DRWe
"Lights Out";"Royal Blood";"How Did We Get So Dark?";GBAHT1700098;"2021-10-22 00:14";sj1bdpnkh9q3knr3ss718da1d;236s;https://open.spotify.com/track/1060gzllf4b0UETAXisR5l
"Out of the Black";"Royal Blood";"Royal Blood";GBAHT1400097;"2021-07-07 20:23";sj1bdpnkh9q3knr3ss718da1d;241s;https://open.spotify.com/track/2nIulsLMiP2SMTDrtxfQXX
"Trouble’s Coming";"Royal Blood";"Trouble’s Coming";GBAHT2000193;"2022-02-14 19:35";sj1bdpnkh9q3knr3ss718da1d;228s;https://open.spotify.com/track/5eR6OS3joTAHJToyzehKfu
Typhoons;"Royal Blood";Typhoons;GBAHT2001121;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;237s;https://open.spotify.com/track/6BsZx9FarJrLddTNu2k6pU
"Blue Racecar";"SASSY 009";"Blue Racecar";NOLFT2101020;"2021-08-20 19:44";sj1bdpnkh9q3knr3ss718da1d;212s;https://open.spotify.com/track/4vWY7fEgnUqsohnF5nwtMM
"f**k it, i'm the man";SEB;"f**k it, i'm the man";USQE92100361;"2022-02-25 20:39";sj1bdpnkh9q3knr3ss718da1d;151s;https://open.spotify.com/track/3Jq0vjC96tJlUVAdKfMajk
seaside_demo;SEB;seaside_demo;QZ93L2115464;"2021-06-17 19:13";sj1bdpnkh9q3knr3ss718da1d;132s;https://open.spotify.com/track/73M0rMVx5CWE8M4uATSsto
High Dive;SHAED, Lewis Del Mar;High Dive;QZ47A2100009;2021-06-01 18:45;sj1bdpnkh9q3knr3ss718da1d;185s;https://open.spotify.com/track/7K8vj9DAMdbaZdP8I5b6r8
Part Time Psycho (with Two Feet);SHAED, Two Feet;Part Time Psycho (with Two Feet);QZ47A2100000;2021-04-15 03:30;sj1bdpnkh9q3knr3ss718da1d;154s;https://open.spotify.com/track/5KYcDLH4KmNTOt3vUZcQHo
"Trampoline (with ZAYN)";"SHAED, ZAYN";"Trampoline (with ZAYN)";QZ47A1900210;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;184s;https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
THE SERVER IS IMMERSED;SPIRIT OF THE BEEHIVE;THE SERVER IS IMMERSED;US2U62032207;2021-06-09 18:34;sj1bdpnkh9q3knr3ss718da1d;169s;https://open.spotify.com/track/1h3rQSQ0IxjWh36rj5xbGF
Paradise;Sade;"The Best of Sade";GBBBM8900001;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;217s;https://open.spotify.com/track/4tReFKumS5bcFahdXDiM1b
"It's All Happening";"Saint Motel";"It's All Happening";USAT22102110;"2021-05-15 05:21";sj1bdpnkh9q3knr3ss718da1d;180s;https://open.spotify.com/track/7h0k5VYp0p38OmauI9xR0P
"My Type";"Saint Motel";"My Type EP";GBAYE1400856;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;205s;https://open.spotify.com/track/2Iq6HhIquO7JKr0KfTNLzU
"Van Horn";"Saint Motel";"The Original Motion Picture Soundtrack: Pt. 1";USAT21905811;"2021-07-26 19:46";sj1bdpnkh9q3knr3ss718da1d;161s;https://open.spotify.com/track/4UgLRXh1z9NorzrdawpIgj
"Knock Knock";"Sam Evian";"Knock Knock";USFP72177804;"2021-09-18 19:02";sj1bdpnkh9q3knr3ss718da1d;233s;https://open.spotify.com/track/3X4gKi3SOKsE221S527Kw5
"Seventeen Going Under";"Sam Fender";"Seventeen Going Under";GBUM72103036;"2022-01-20 22:28";sj1bdpnkh9q3knr3ss718da1d;302s;https://open.spotify.com/track/1Dp7ASSZVVOPJ85VdLpjOX
"Bittersweet (Feat. Dashboard Confessional)";"Sam Tinnesz, Dashboard Confessional";"Bittersweet (Feat. Dashboard Confessional)";QZHZ52287447;"2022-06-06 19:02";sj1bdpnkh9q3knr3ss718da1d;169s;https://open.spotify.com/track/3aouFaljxig7RLEmPLFtnj
"Big Wheel";Samia;"The Baby";QM5BK1900327;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;196s;https://open.spotify.com/track/6GUQaa74JUSziJ9TT29Ghg
"you’ve changed, i’ve changed";"San Holo, Chet Porter";"you’ve changed, i’ve changed";GBCFB2000275;"2021-06-09 18:34";sj1bdpnkh9q3knr3ss718da1d;312s;https://open.spotify.com/track/5GQpKsz2Gn2PwbPIwHlRqv
Voices;Saosin;Saosin;USCA20601146;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;218s;https://open.spotify.com/track/71U9X93wy4BQGyvmjFqApv
"Take Your Time";"Sarah and the Sundays";"Half Way Home";GBKPL2150578;"2021-05-23 19:32";sj1bdpnkh9q3knr3ss718da1d;176s;https://open.spotify.com/track/3hDpug8qOp72ZkU1EAMy7a
Vices;"Sarah and the Sundays";Vices;GBKPL2162182;"2021-09-18 19:02";sj1bdpnkh9q3knr3ss718da1d;276s;https://open.spotify.com/track/3WeoM8LvxOeabU83YK5WAL
"Blue Racecar";"Sassy 009";"Blue Racecar";NOLFT2101020;"2021-08-20 19:44";sj1bdpnkh9q3knr3ss718da1d;212s;https://open.spotify.com/track/4vWY7fEgnUqsohnF5nwtMM
"Anywhere With You";"Saves The Day";"In Reverie";USDW10300510;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;152s;https://open.spotify.com/track/2kYdLFMS0LulXRqhs0BTZm
"At Your Funeral";"Saves The Day";"Stay What You Are";USVR90295301;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;190s;https://open.spotify.com/track/340FrzH0Ji2keVAlX2FJZ5
"Alive With the Glory of Love";"Say Anything";"Is a Real Boy";USJAY0500388;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;255s;https://open.spotify.com/track/1va84KD7DrxZ8U09Per4L8
"Baby Girl, I'm A Blur";"Say Anything";"In Defense Of The Genre";USJAY0700195;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;258s;https://open.spotify.com/track/2qItoZpxnLOPXVGgVjbhaw
Hometown;"Sea Girls";Hometown;GBUM72105094;"2021-12-21 22:54";sj1bdpnkh9q3knr3ss718da1d;231s;https://open.spotify.com/track/1BOabedVD9kbuN8OiAHtkS
Lonely;"Sea Girls";Lonely;GBUM72105098;"2022-02-25 20:39";sj1bdpnkh9q3knr3ss718da1d;192s;https://open.spotify.com/track/6V6vbK1JdRli2o4uBKfRl3
"Sleeping With You";"Sea Girls";"Sleeping With You";GBUM72105106;"2022-01-28 20:07";sj1bdpnkh9q3knr3ss718da1d;249s;https://open.spotify.com/track/5x1iYnbkxH7hySHhrTtD4V
"Mended Mind";"Sebu, Jonah Walsh";"Mended Mind";QZNWW2198157;"2021-12-21 22:54";sj1bdpnkh9q3knr3ss718da1d;195s;https://open.spotify.com/track/7sjDmm4TTSStT8YqhoAnCs
"Buried a Lie";"Senses Fail";"Let It Enfold You";USVR90240304;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;180s;https://open.spotify.com/track/2y8VWxzuw49UaIc4F5QIQk
"Calling All Cars";"Senses Fail";"Still Searching";USVR90643905;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;204s;https://open.spotify.com/track/4LtUNqSiFZzm70a7kM8hnc
"Genius (feat. Sia, Diplo, and Labrinth)";"Sia, Diplo, Labrinth, LSD";"LABRINTH, SIA & DIPLO PRESENT... LSD";USQX91800798;"2022-01-28 20:07";sj1bdpnkh9q3knr3ss718da1d;214s;https://open.spotify.com/track/4xigPf2sigSPmuFH3qCelB
"Shhhhhhhhhh Repeats (No Fade for Looping)";"Silent Knights";"Sleepy Baby Soft Sounds for Sleeping";UKM461800353;"2022-04-05 07:40";sj1bdpnkh9q3knr3ss718da1d;129s;https://open.spotify.com/track/4AIw9A2gnOE7xapmwDATZ0
"Smile in Your Sleep";Silverstein;"Discovering the Waterfront (Reissue)";USVIC0632402;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;194s;https://open.spotify.com/track/6pa830TqTW4EQdsxVV2goe
"Lazy Eye";"Silversun Pickups";Carnavas;US3R20600207;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;354s;https://open.spotify.com/track/1aDLUzCyYpRXgrjwUWzV2X
Substitution;"Silversun Pickups";Swoon;US3R20900108;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;281s;https://open.spotify.com/track/1ZqLkiXJqLekCP1oIMOQP7
Addicted;"Simple Plan";"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)";USAT20200122;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;232s;https://open.spotify.com/track/1B8MHa0NveCF1ViBEOZWO5
Perfect;"Simple Plan";"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)";USAT20200143;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;277s;https://open.spotify.com/track/4j3X4KX8rURekAVIFUhI23
Bang;"Sir Sly";Bang;TCAFU2183764;"2021-11-12 06:42";sj1bdpnkh9q3knr3ss718da1d;131s;https://open.spotify.com/track/5GbK9am1svakX356ltRPcm
Gold;"Sir Sly";"You Haunt Me";USUM71305811;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;232s;https://open.spotify.com/track/0qM7QW0hUI8Lez3MAI3P5U
High;"Sir Sly";"Don't You Worry, Honey";USUM71701126;"2022-01-28 20:07";sj1bdpnkh9q3knr3ss718da1d;232s;https://open.spotify.com/track/17aDyX39gb1iV1ZWvD1ffE
"Material Boy";"Sir Sly";"Material Boy";USUM72005562;"2021-12-21 22:54";sj1bdpnkh9q3knr3ss718da1d;225s;https://open.spotify.com/track/4qtADmx9H4cf1xZyRuIQG8
&Run;"Sir Sly";"Don't You Worry, Honey";USUM71704895;"2022-04-21 20:46";sj1bdpnkh9q3knr3ss718da1d;227s;https://open.spotify.com/track/0w4m3Xp4svlIoyL94Zjlyd
"Spine Curves";"Sir Sly";"Spine Curves";QZFZ62238090;"2022-03-10 20:53";sj1bdpnkh9q3knr3ss718da1d;160s;https://open.spotify.com/track/5rj3RNq6YF7AYR0f4R5QCl
"Welcomes The Pressure";"Sir Sly";"The Rise & Fall of Loverboy";USUM72100524;"2021-04-26 19:58";sj1bdpnkh9q3knr3ss718da1d;195s;https://open.spotify.com/track/6pMfozd7EnjgLHXxm72sH5
"Bitter Rivals";"Sleigh Bells";"Bitter Rivals";USQE91300047;"2021-09-08 23:40";sj1bdpnkh9q3knr3ss718da1d;199s;https://open.spotify.com/track/1VZ4S2A6eUdp1d3WxH4xR8
"Once More For The Ocean";Slothrust;"Once More For The Ocean";US3R22022402;"2021-07-01 19:12";sj1bdpnkh9q3knr3ss718da1d;217s;https://open.spotify.com/track/4Cvscvb1bbHSsY8lwmSwIQ
"life of the party";Smallpools;"life of the party";QZHZ42180961;"2021-06-17 19:13";sj1bdpnkh9q3knr3ss718da1d;227s;https://open.spotify.com/track/1SxgGsB9sU8RQxr9TAz21Q
Valentine;"Snail Mail";Valentine;USMTD2100274;"2021-11-24 23:02";sj1bdpnkh9q3knr3ss718da1d;196s;https://open.spotify.com/track/21brT2CZwKz8VPCf0nFxiP
"Feel It All The Time";"Soccer Mommy";"Sometimes, Forever";USC4R2212078;"2022-07-14 00:26";sj1bdpnkh9q3knr3ss718da1d;196s;https://open.spotify.com/track/5hfu9r4JcERCBwimhrPIUN
Shotgun;"Soccer Mommy";Shotgun;USC4R2212072;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;250s;https://open.spotify.com/track/35PUhhwZL4HhmuqgOeFcfg
"Your Dog";"Soccer Mommy";Clean;USFP71765203;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;194s;https://open.spotify.com/track/3BpUZB0tw4zNmG3Iw1mclL
"circle the drain";"Soccer Mommy";"color theory";USC4R1902822;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;280s;https://open.spotify.com/track/2drtd6SptpMJ1KylMQ7mrE
Kakee;"Sofi Tukker";Kakee;QM37X2100012;"2022-04-12 07:54";sj1bdpnkh9q3knr3ss718da1d;105s;https://open.spotify.com/track/7AynhVxHy3bgRCVmxDWjIC
"Purple Hat";"Sofi Tukker";"Purple Hat";QM37X1900018;"2021-06-24 00:47";sj1bdpnkh9q3knr3ss718da1d;178s;https://open.spotify.com/track/0bGH7ezs7WdDwpqnsvGf1z
Good Time Girl;Sofi Tukker, Charlie Barker;Treehouse;QM37X1700016;2021-06-09 18:34;sj1bdpnkh9q3knr3ss718da1d;185s;https://open.spotify.com/track/1kdL29tfKlxVKxLiXy8WuS
"Best Friend";"Sofi Tukker, NERVO, The Knocks, ALISA UENO";Treehouse;QM37X1700011;"2021-07-15 01:58";sj1bdpnkh9q3knr3ss718da1d;185s;https://open.spotify.com/track/1zEhH5BmSpKi1mRSIfBDOq
"I Woke Up In A Car";"Something Corporate";"Leaving Through The Window";USMC10200318;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;253s;https://open.spotify.com/track/3kaK1EohdhDXT5ICBMRGkz
"If You C Jordan";"Something Corporate";"Leaving Through The Window";USMC10200485;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;255s;https://open.spotify.com/track/7f7KK4ErZ2IpXgzYbZD7IR
Konstantine;"Something Corporate";"Played In Space: The Best of Something Corporate";USMC10201183;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;577s;https://open.spotify.com/track/75CsNDa4ikKu3TyBHMELoM
Lunchtime;"Spacey Jane";Lunchtime;GBKPL2165256;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;198s;https://open.spotify.com/track/6N62tx63qPmn4KvXJszqgr
Yet;"Spacey Jane";"Here Comes Everybody";GBKPL2280184;"2022-06-29 23:37";sj1bdpnkh9q3knr3ss718da1d;206s;https://open.spotify.com/track/65za8SQlRiA88BxZ6Oec4B
Dancing;"Spencer Barnett";Dancing;QM6P42147611;"2021-07-01 19:12";sj1bdpnkh9q3knr3ss718da1d;161s;https://open.spotify.com/track/2GaMidZlf2kO3L1ZvORSP5
"Hot Thoughts";Spoon;"Hot Thoughts";USMTD1609113;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;229s;https://open.spotify.com/track/70x1x9NbSJJXkrgvIyyAVX
"The Hardest Cut";Spoon;"The Hardest Cut";USMTD2100354;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;193s;https://open.spotify.com/track/5QUhSXDrrX7euR87oeQevM
"Can't Be What You Think";Sports;"Can't Be What You Think";QZNJX2108449;"2021-12-21 22:54";sj1bdpnkh9q3knr3ss718da1d;201s;https://open.spotify.com/track/42c4zQXbM14DbksotK3Cq7
Physical;"St. Lucia";Matter;USSM11507976;"2021-06-01 18:45";sj1bdpnkh9q3knr3ss718da1d;329s;https://open.spotify.com/track/29DwxnpFOLlm1fKZOitwAA
Highway;"St. Panther";Highway;US25X2002693;"2021-09-24 01:20";sj1bdpnkh9q3knr3ss718da1d;153s;https://open.spotify.com/track/5GhNwJqiRvHRgOSEsfNsKD
"Digital Witness";"St. Vincent";"St. Vincent";USUM71318966;"2021-10-06 21:09";sj1bdpnkh9q3knr3ss718da1d;202s;https://open.spotify.com/track/5L16tlSHNt93RiiRiCc8ya
"Los Ageless";"St. Vincent";MASSEDUCTION;USC4R1702208;"2021-10-06 21:09";sj1bdpnkh9q3knr3ss718da1d;281s;https://open.spotify.com/track/2qTy3hGSbxoSenKmlKGHFw
"pity party (feat. Royal & The Serpent)";"Stand Atlantic, Royal & the Serpent";"pity party (feat. Royal & The Serpent)";USHR22211802;"2022-01-28 20:07";sj1bdpnkh9q3knr3ss718da1d;162s;https://open.spotify.com/track/7A9JSq4XOYn9bhSFcGJxto
"Life Effect";Stars;Heart;CAAA10300310;"2021-11-15 20:38";sj1bdpnkh9q3knr3ss718da1d;195s;https://open.spotify.com/track/6EMxnlR1gL6GVvmXTlOspr
"KULT (feat. Jasiah)";"Steve Aoki, grandson, Jasiah";"KULT (feat. Jasiah)";USA2P2202680;"2022-02-25 20:39";sj1bdpnkh9q3knr3ss718da1d;177s;https://open.spotify.com/track/22ya9ZSp7FxhcgFLALm0eS
"Goodie Bag";"Still Woozy";"Goodie Bag";QZANL1712241;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;146s;https://open.spotify.com/track/4vHNeBWDQpVCmGbaccrRzi
Habit;"Still Woozy";Habit;QZES81849699;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;154s;https://open.spotify.com/track/4BsLwvaJOTOHDNg7xMpvrL
Rocky;"Still Woozy";Rocky;USUG12100451;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;166s;https://open.spotify.com/track/5uDohC8URXwbGiHAMuKGoa
Woof;"Still Woozy";"If This Isn’t Nice, I Don’t Know What Is";USUG12102728;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;156s;https://open.spotify.com/track/50kXxYwLylVddXQaiGMck1
Pool;"Still Woozy, Remi Wolf";Pool;USUG12201528;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;223s;https://open.spotify.com/track/1ZP4Qxb7USL3EezbxfpOVF
"Anthem of Our Dying Day";"Story Of The Year";"Page Avenue";USMV20300130;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;216s;https://open.spotify.com/track/4sPJgy0CksvmXp9jC0W4gv
"Until the Day I Die";"Story Of The Year";"Page Avenue";USMV20300129;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;235s;https://open.spotify.com/track/0DKNNR9iDjwfCEpMiFXMJq
"Existentialism On Prom Night";"Straylight Run";"Straylight Run";USVIC0422903;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;241s;https://open.spotify.com/track/6bfnA0cwvc7xPoEGiMznnN
Cradles;"Sub Urban";Cradles;GB2LD1800949;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;210s;https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
"What I Got";Sublime;Sublime;USGA19649251;"2022-07-14 00:26";sj1bdpnkh9q3knr3ss718da1d;171s;https://open.spotify.com/track/3B4q6KbHbGV51HO3GznBFF
Loser;Sueco;Loser;USAT22200216;"2022-02-14 19:35";sj1bdpnkh9q3knr3ss718da1d;134s;https://open.spotify.com/track/1GAIibUEoZjvG4QsrabVWc
Paralyzed;Sueco;Paralyzed;USAT22104499;"2021-08-29 21:33";sj1bdpnkh9q3knr3ss718da1d;163s;https://open.spotify.com/track/5svL1PkWw8hPEAOdTNLexy
"Sober/Hungover (feat. Arizona Zervas)";"Sueco, Arizona Zervas";"Sober/Hungover (feat. Arizona Zervas)";USAT22106957;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;169s;https://open.spotify.com/track/4yfQyGR61s7Mc5898V1BE6
SOS (feat. Travis Barker);Sueco, Travis Barker;SOS (feat. Travis Barker);USAT22101164;2021-05-15 05:21;sj1bdpnkh9q3knr3ss718da1d;170s;https://open.spotify.com/track/38X7LavheHbSg0UwjRUNcf
"O Holy Night";"Sufjan Stevens";"Songs For Christmas";US64G0602820;"2021-12-21 22:54";sj1bdpnkh9q3knr3ss718da1d;244s;https://open.spotify.com/track/6E8goFCtLU3mnqZw38AVLs
"Bouncing Off The Walls";Sugarcult;"Start Static";US5260508004;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;141s;https://open.spotify.com/track/1rUHLQEmtefobuukC1SVDf
"Still Waiting";"Sum 41";"Does This Look Infected?";USIR20200792;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;159s;https://open.spotify.com/track/2OMqSRS11ly56zg9u5za6c
Godsend;"Sundara Karma";Godsend;GBKPL2163271;"2021-09-24 01:20";sj1bdpnkh9q3knr3ss718da1d;262s;https://open.spotify.com/track/2tTH0Jsfxt3jLoZNWHCehP
Oblivion!;"Sundara Karma";Oblivion!;GBKPL2281429;"2022-02-25 20:39";sj1bdpnkh9q3knr3ss718da1d;200s;https://open.spotify.com/track/1vA40enRS52KxCAB17JjzY
"She Said";"Sundara Karma";"Youth is Only Ever Fun in Retrospect";GBARL1501863;"2021-07-07 20:23";sj1bdpnkh9q3knr3ss718da1d;225s;https://open.spotify.com/track/0Sgu2kKr8M0uuqKygi2wrH
"On & On";Superorganism;"On & On";GBCEL2100685;"2022-06-06 19:02";sj1bdpnkh9q3knr3ss718da1d;191s;https://open.spotify.com/track/4gDolFunOhVEfAPJRJTZwc
Freaks;"Surf Curse";Freaks;USAT22102269;"2022-06-19 17:32";sj1bdpnkh9q3knr3ss718da1d;147s;https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
Sugar;"Surf Curse";Sugar;USAT22202370;"2022-04-05 07:40";sj1bdpnkh9q3knr3ss718da1d;163s;https://open.spotify.com/track/3Tuz3Ec6n03nPTAa5knMm8
"I Can't Help But Feel";Surfaces;"I Can't Help But Feel";QZJ842001551;"2022-04-12 07:54";sj1bdpnkh9q3knr3ss718da1d;179s;https://open.spotify.com/track/40gooTta3y4FgzXaMOGDJL
Coffee;"Sylvan Esso";"Sylvan Esso";USBQU1400001;"2022-02-14 19:35";sj1bdpnkh9q3knr3ss718da1d;270s;https://open.spotify.com/track/71cUqXJ3h1r0Ees6YdENLU
Radio;"Sylvan Esso";"What Now";USC4R1601982;"2022-06-29 23:37";sj1bdpnkh9q3knr3ss718da1d;212s;https://open.spotify.com/track/0idjTHGhGRBdWTmsalq3tF
Sunburn;"Sylvan Esso";Sunburn;USC4R2214460;"2022-05-30 00:07";sj1bdpnkh9q3knr3ss718da1d;183s;https://open.spotify.com/track/7xqDIqjgXW9OHbi1sPxeUF
I Need You;Sylvester;Sell My Soul;USC4R0918985;2021-06-09 18:34;sj1bdpnkh9q3knr3ss718da1d;276s;https://open.spotify.com/track/6YubCZtFeDgWvTRAvr1REM
Chop Suey!;System Of A Down;Toxicity;USSM10107256;2021-05-23 19:32;sj1bdpnkh9q3knr3ss718da1d;210s;https://open.spotify.com/track/2DlHlPMa4M17kufBvI2lEN
"Meet Me At Our Spot - Live";"THE ANXIETY, WILLOW, Tyler Cole";"Meet Me At Our Spot (Live)";QMJMT2103947;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;148s;https://open.spotify.com/track/3BrWLBC4WYx393yRUOlTih
Low;"THE DRIVER ERA";X;GBKPL1826084;"2022-06-29 23:37";sj1bdpnkh9q3knr3ss718da1d;210s;https://open.spotify.com/track/7z3WQOqbLSckX1D2VNKdNS
"Heaven Angel";"THE DRIVER ERA, Ross Lynch, Rocky";"Heaven Angel";QMRSZ2101135;"2021-07-15 01:58";sj1bdpnkh9q3knr3ss718da1d;220s;https://open.spotify.com/track/3rk6IW3MBirMnertH3l5Ek
"Wolf Like Me";"TV On The Radio";"Return To Cookie Mountain";USTG30626805;"2021-12-21 22:54";sj1bdpnkh9q3knr3ss718da1d;279s;https://open.spotify.com/track/03wKMRNYVvw6s9nm4I4jUS
"Slow Heart";"TWIN XL";"Slow Heart";USQX92005748;"2021-04-15 03:30";sj1bdpnkh9q3knr3ss718da1d;190s;https://open.spotify.com/track/5cuEhV7g7qVbTUa1XGJ66S
Upgrade;"TWIN XL, DREAMERS";Upgrade;USQX92200409;"2022-02-25 20:39";sj1bdpnkh9q3knr3ss718da1d;161s;https://open.spotify.com/track/0kr277qNoo4QBUDjzPiSe2
"Let's go to Hell";"Tai Verdes";"Let's go to Hell";USAR12100192;"2021-11-09 02:02";sj1bdpnkh9q3knr3ss718da1d;152s;https://open.spotify.com/track/38XLUjlR84JEwK0SOvX77a
Solamente;"Tai Verdes";TV;USQX92101459;"2021-07-26 19:46";sj1bdpnkh9q3knr3ss718da1d;135s;https://open.spotify.com/track/4BMBpU3AbNPjsHk41S0uSl
sheluvme;"Tai Verdes";sheluvme;USAR12200334;"2022-06-29 23:37";sj1bdpnkh9q3knr3ss718da1d;151s;https://open.spotify.com/track/2ybWQn0lCGgOm59PhsxE74
"A Decade Under The Influence";"Taking Back Sunday";"Where You Want To Be";USVIC0422803;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;248s;https://open.spotify.com/track/6um5ccNzX7k3SRsVnLupvI
"Cute Without The 'E' (Cut From The Team)";"Taking Back Sunday";"Tell All Your Friends";USVIC0528603;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;212s;https://open.spotify.com/track/6PsISpFaCEKwysPfwO9SfC
"Liar (It Takes One To Know One)";"Taking Back Sunday";"Louder Now (Deluxe Edition)";USWB10601461;"2022-03-30 23:22";sj1bdpnkh9q3knr3ss718da1d;191s;https://open.spotify.com/track/6dzykD5EsopHarVtIrTE1J
